surface,aoi_id,fixation_count,total_duration_ms,mean_duration_ms
Dashboard,Dashboard|2,1,108.93399999986286,108.93399999986286
Dashboard,Dashboard|4,2,205.76550000168936,102.88275000084468
Dashboard,Dashboard|5,49,7746.452000003956,158.09085714293786
Dashboard,Dashboard|7,1,112.96949999996286,112.96949999996286
Dashboard,Dashboard|8,13,1625.9470000013607,125.07284615395082
Left,Left|1,1,121.03900000056456,121.03900000056456
Left,Left|2,5,1089.345499999581,217.86909999991622
Left,Left|3,17,3276.1014999996405,192.7118529411553
Left,Left|4,9,1500.8735000001252,166.76372222223614
Left,Left|5,11,1746.9870000031733,158.8170000002885
Left,Left|8,2,189.62650000048598,94.81325000024299
Mid,Mid|1,134,25732.06900000332,192.03036567166657
Mid,Mid|2,198,40103.76549999455,202.54427020199267
Mid,Mid|4,70,12216.802500004633,174.52575000006618
Mid,Mid|5,1892,392268.1525000007,207.32989032769595
Mid,Mid|6,28,5361.99950000173,191.49998214291892
Mid,Mid|7,3,516.4300000005824,172.14333333352747
Mid,Mid|8,2,229.97299999860843,114.98649999930421
Mid,Mid|9,1,217.86900000006423,217.86900000006423
Right,Right|1,150,31140.424499999426,207.60282999999617
Right,Right|2,162,34572.99200000034,213.41353086419963
Right,Right|3,8,1638.0525000004127,204.7565625000516
Right,Right|4,161,34338.25449999949,213.28108385092852
Right,Right|5,45,9191.48700000369,204.25526666674867
Right,Right|6,1,189.626500000486,189.626500000486
Right,Right|7,100,21012.78050000019,210.1278050000019
Right,Right|8,204,42645.85149999493,209.04829166664183
Right,Right|9,21,4373.520500001177,208.26288095243703
