AOI,Total_Duration_ms
5,689040.4274999755
6,14783.695499992973
2,3982.1134999974674
8,3017.849000001661
1,2239.1875000002983
3,919.8784999998679
4,742.3600000010993
7,497.24549999973533
9,209.7955000008369
