fixationid,surface,world_timestamp,world_index,start_timestamp,duration,dispersion,norm_pos_x,norm_pos_y,x_scaled,y_scaled,on_surf,aoi,aoi_id,session_id,next_fixation_id,next_world_timestamp,next_aoi,transition,transition_duration,from_surface,to_surface
689,Left,2515.904581,4092,2515.802491,217.86900000006423,1.137940490754361,0.4039813131093979,0.38913761079311365,0.3100914061069488,0.4627085626125335,True,5,Left|5,NA3:NA3_baseline:000,690.0,2516.038625,Dashboard|5,Left|5 -> Dashboard|5,0.1340440000003582,Left,Dashboard
690,Dashboard,2516.038625,4096,2516.0243945,217.868499999895,1.1839720906507365,0.37448963097163607,0.5202483875410897,0.3749236762523651,0.5185105204582214,True,5,Dashboard|5,NA3:NA3_baseline:000,690.0,2516.105648,Left|5,Dashboard|5 -> Left|5,0.0670230000000629,Dashboard,Left
690,Left,2516.105648,4098,2516.0243945,217.868499999895,1.1839720906507365,0.3386508524417877,0.4474813342094421,0.3386508524417877,0.4474813342094421,True,5,Left|5,NA3:NA3_baseline:000,691.0,2516.239692,Dashboard|4,Left|5 -> Dashboard|4,0.13404399999990346,Left,Dashboard
691,Dashboard,2516.239692,4102,2516.2462975,217.868499999895,1.3342495868833733,0.31709055230021477,0.411372423171997,0.3155060410499573,0.4170736670494079,True,4,Dashboard|4,NA3:NA3_baseline:000,691.0,2516.273203,Left|7,Dashboard|4 -> Left|7,0.03351100000008955,Dashboard,Left
691,Left,2516.273203,4103,2516.2462975,217.868499999895,1.3342495868833733,0.07815308310091496,0.7816802263259888,0.1249023750424385,0.7436315417289734,True,7,Left|7,NA3:NA3_baseline:000,692.0,2516.50778,Mid|5,Left|7 -> Mid|5,0.23457699999971737,Left,Mid
698,Mid,2517.714179,4146,2517.722963,153.31449999985125,0.8111081885979261,0.3661096642414729,0.49680274724960327,0.3597721755504608,0.4905124306678772,True,5,Mid|5,NA3:NA3_baseline:000,699.0,2517.915245,Dashboard|5,Mid|5 -> Dashboard|5,0.20106600000008257,Mid,Dashboard
701,Dashboard,2518.116311,4158,2518.130458,217.8680000006352,1.1563632941678816,0.36220139637589455,0.4031613357365131,0.3630817234516144,0.409654289484024,True,5,Dashboard|5,NA3:NA3_baseline:000,701.0,2518.183333,Left|4,Dashboard|5 -> Left|4,0.06702199999972436,Dashboard,Left
701,Left,2518.183333,4160,2518.130458,217.8680000006352,1.1563632941678816,0.2753987610340118,0.5846821963787079,0.5065097212791443,0.404864490032196,True,4,Left|4,NA3:NA3_baseline:000,702.0,2518.350889,Dashboard|5,Left|4 -> Dashboard|5,0.1675559999998768,Left,Dashboard
704,Dashboard,2518.652488,4174,2518.6589905,217.86900000006423,1.377959403280434,0.3817855641245842,0.4961559101939201,0.383661687374115,0.4965481758117676,True,5,Dashboard|5,NA3:NA3_baseline:000,704.0,2518.753022,Left|4,Dashboard|5 -> Left|4,0.1005339999996977,Dashboard,Left
704,Left,2518.753022,4177,2518.6589905,217.86900000006423,1.377959403280434,0.0566406436264514,0.6512775421142578,0.0566406436264514,0.6512775421142578,True,4,Left|4,NA3:NA3_baseline:000,705.0,2518.887066,Dashboard|5,Left|4 -> Dashboard|5,0.13404399999990346,Left,Dashboard
705,Dashboard,2518.887066,4181,2518.880894,108.93450000003212,0.7722498217921584,0.3954079896211624,0.45886027812957764,0.3943946063518524,0.4585197865962982,True,5,Dashboard|5,NA3:NA3_baseline:000,706.0,2519.054621,Mid|5,Dashboard|5 -> Mid|5,0.16755500000044776,Dashboard,Mid
710,Mid,2519.758353,4207,2519.768507,217.86900000006423,0.5581972870157546,0.38947758451104164,0.5250924900174141,0.3888168334960937,0.5244487524032593,True,5,Mid|5,NA3:NA3_baseline:000,711.0,2520.093464,Dashboard|5,Mid|5 -> Dashboard|5,0.3351109999998698,Mid,Dashboard
714,Dashboard,2520.663152,4234,2520.65612,217.8685000003497,0.9450931706799816,0.3757908046245575,0.5814567463738578,0.3768105804920196,0.5838651061058044,True,5,Dashboard|5,NA3:NA3_baseline:000,715.0,2520.931241,Mid|5,Dashboard|5 -> Mid|5,0.26808900000014546,Dashboard,Mid
718,Mid,2521.634973,4263,2521.624425,169.45299999997587,1.2457049584843711,0.4428388426701228,0.49835866689682007,0.436001569032669,0.4919885694980621,True,5,Mid|5,NA3:NA3_baseline:000,719.0,2521.836039,Dashboard|5,Mid|5 -> Dashboard|5,0.20106599999962782,Mid,Dashboard
720,Dashboard,2522.070617,4276,2522.060162,217.86900000006423,1.140232676275983,0.37920200398990084,0.48847258516720365,0.375797301530838,0.4826323390007019,True,5,Dashboard|5,NA3:NA3_baseline:000,720.0,2522.204661,Left|5,Dashboard|5 -> Left|5,0.1340440000003582,Dashboard,Left
720,Left,2522.204661,4280,2522.060162,217.86900000006423,1.140232676275983,0.33499572426080704,0.45329758524894714,0.2094592005014419,0.5467636585235596,True,5,Left|5,NA3:NA3_baseline:000,721.0,2522.271683,Dashboard|4,Left|5 -> Dashboard|4,0.06702199999972436,Left,Dashboard
721,Dashboard,2522.271683,4282,2522.2820655,217.868499999895,1.174887649774647,0.3199194818735122,0.496384184807539,0.319596916437149,0.4951017200946808,True,4,Dashboard|4,NA3:NA3_baseline:000,722.0,2522.606794,Mid|5,Dashboard|4 -> Mid|5,0.3351109999998698,Dashboard,Mid
726,Mid,2523.511593,4319,2523.5085855,141.2105000003976,0.6258979394784029,0.39266798496246336,0.48595709204673765,0.3934955298900604,0.4851429462432861,True,5,Mid|5,NA3:NA3_baseline:000,727.0,2523.679148,Dashboard|5,Mid|5 -> Dashboard|5,0.16755499999999302,Mid,Dashboard
729,Dashboard,2524.114792,4337,2524.1299145000003,217.868499999895,1.028620249131296,0.4028979428112507,0.6192082241177559,0.4021609127521515,0.6264073848724365,True,5,Dashboard|5,NA3:NA3_baseline:000,730.0,2524.449902,Mid|5,Dashboard|5 -> Mid|5,0.33510999999998603,Dashboard,Mid
737,Mid,2526.125456,4397,2526.1149400000004,197.69549999955416,1.353670733478902,0.381003920521055,0.45344342078481403,0.3808093965053558,0.4544253349304199,True,5,Mid|5,NA3:NA3_baseline:000,738.0,2526.360033,Dashboard|7,Mid|5 -> Dashboard|7,0.23457699999971737,Mid,Dashboard
