aoi,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1,0,0,0,0,2,0,0,0,0
2,0,11,0,1,26,1,0,0,0
3,0,1,2,0,1,1,0,0,0
4,0,1,0,82,75,0,0,1,0
5,2,26,1,76,3127,18,2,5,2
6,0,0,1,0,20,11,0,0,0
7,1,0,0,0,1,0,0,0,0
8,0,0,0,0,6,0,0,2,0
9,0,0,0,0,1,1,0,0,1
