aoi,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1,12,6,0,0,2,0,1,0,0
2,1,36,3,2,5,1,1,2,1
3,0,1,12,1,1,1,0,0,1
4,1,1,0,0,1,0,1,0,0
5,3,4,2,1,15,0,0,3,0
6,0,0,0,0,1,1,0,0,1
7,2,0,0,0,0,0,8,1,0
8,2,2,0,0,2,0,0,4,1
9,1,1,0,0,1,0,0,1,1
