fixationid,aoi_id,world_timestamp
391,Mid|5,319.054769
392,Mid|5,319.289342
393,Mid|5,319.523915
394,Mid|5,319.657956
394,Left|8,319.724977
395,Mid|5,319.791998
396,Mid|5,320.026571
397,Mid|5,320.261143
398,Mid|5,320.495716
399,Mid|5,320.730289
400,Mid|5,320.964862
400,Left|8,320.998372
401,Mid|5,321.132414
402,Mid|5,321.366987
403,Mid|5,321.568049
404,Mid|5,321.702091
405,Mid|5,321.802622
406,Mid|5,322.003684
407,Left|8,322.238257
407,Mid|5,322.238257
406,Left|8,322.238257
408,Mid|5,322.47283
409,Mid|5,322.707403
410,Mid|5,322.841444
411,Mid|5,322.975486
412,Mid|5,323.109527
412,Left|3,323.210059
413,Mid|5,323.31059
414,Mid|5,323.545163
415,Mid|5,323.746225
415,Left|9,323.813246
416,Mid|5,323.913777
417,Mid|5,324.14835
418,Mid|5,324.282391
419,Mid|5,324.349412
420,Mid|5,324.583985
421,Mid|5,324.785047
422,Mid|5,324.98611
423,Mid|5,325.220683
423,Left|9,325.321214
424,Left|9,325.321214
424,Mid|5,325.321214
425,Mid|5,325.488766
425,Left|8,325.689828
426,Mid|5,325.890891
427,Mid|5,326.024932
428,Mid|5,326.259505
429,Mid|5,326.360036
430,Mid|4,326.460567
431,Mid|5,326.66163
432,Mid|5,326.829182
433,Mid|5,326.996734
434,Mid|5,327.197796
435,Mid|5,327.398859
436,Mid|5,327.633431
437,Mid|5,327.834494
438,Mid|5,328.069067
439,Mid|5,328.236619
440,Mid|5,328.37066
441,Mid|5,328.605233
442,Mid|5,328.806295
443,Mid|5,329.040868
444,Mid|5,329.241931
445,Mid|5,329.476503
445,Left|3,329.543524
446,Mid|5,329.711076
447,Mid|5,329.912139
448,Mid|5,330.146711
449,Mid|5,330.347774
449,Left|9,330.481815
450,Mid|5,330.582347
451,Mid|2,330.816919
452,Mid|2,331.017982
453,Mid|2,331.252555
454,Mid|2,331.487127
454,Left|7,331.654679
455,Mid|2,331.755211
456,Mid|2,331.989783
457,Mid|2,332.190846
457,Left|6,332.291377
458,Mid|2,332.458929
458,Left|6,332.626481
459,Left|9,332.626481
459,Mid|2,332.626481
460,Mid|2,332.760523
460,Left|3,332.995095
461,Left|3,332.995095
461,Mid|2,332.995095
462,Mid|5,333.229668
463,Mid|5,333.296689
464,Mid|5,333.464241
465,Mid|2,333.631793
466,Mid|2,333.866366
466,Left|8,334.033918
467,Left|8,334.033918
467,Mid|2,334.033918
468,Mid|2,334.268491
469,Mid|2,334.469553
470,Mid|2,334.704126
471,Mid|2,334.938699
472,Mid|2,335.139761
473,Mid|2,335.374334
474,Mid|5,335.575396
474,Left|6,335.709438
475,Mid|5,335.776459
476,Mid|2,336.011031
477,Mid|2,336.212094
478,Mid|5,336.379646
479,Mid|5,336.480177
480,Mid|5,336.71475
481,Mid|5,336.915812
482,Mid|4,337.150385
483,Mid|1,337.384958
484,Mid|1,337.58602
485,Mid|2,337.753572
486,Mid|2,337.921124
487,Mid|2,338.021655
488,Mid|5,338.222718
489,Mid|5,338.457291
490,Mid|2,338.658353
490,Right|1,338.825905
491,Mid|2,338.892926
492,Mid|5,339.060478
493,Mid|5,339.26154
494,Mid|5,339.496113
495,Mid|2,339.697175
496,Mid|5,339.831217
497,Mid|5,340.06579
498,Mid|5,340.266852
499,Mid|5,340.501425
500,Mid|2,340.668977
501,Mid|2,340.870039
502,Mid|2,341.071102
503,Mid|2,341.305675
504,Mid|2,341.540247
505,Mid|2,341.74131
506,Mid|5,341.841841
507,Mid|5,342.009393
508,Mid|5,342.109924
509,Mid|5,342.310987
510,Mid|5,342.445028
511,Mid|5,342.679601
512,Mid|5,342.880663
513,Mid|5,343.081726
514,Mid|5,343.282788
515,Mid|2,343.517361
516,Mid|5,343.684913
517,Mid|5,343.919486
518,Mid|2,344.120548
518,Left|7,344.187569
519,Mid|5,344.355121
520,Mid|5,344.589694
521,Mid|5,344.723735
522,Mid|5,344.824267
523,Mid|5,345.058839
523,Left|6,345.12586
524,Mid|5,345.259902
525,Mid|5,345.494475
526,Mid|5,345.695537
527,Mid|2,345.896599
528,Mid|2,346.097662
529,Mid|2,346.332235
530,Mid|5,346.566807
531,Mid|5,346.76787
532,Mid|5,347.136484
533,Mid|5,347.371057
534,Mid|5,347.471588
535,Mid|5,347.60563
536,Mid|5,347.840203
536,Left|8,348.007755
537,Mid|5,348.074775
538,Mid|5,348.309348
539,Mid|5,348.409879
540,Mid|2,348.610942
540,Left|9,348.778494
541,Mid|2,348.845515
542,Mid|2,349.046577
543,Mid|5,349.214129
544,Mid|5,349.482212
545,Mid|5,349.649764
546,Mid|5,349.884337
547,Mid|5,350.11891
548,Mid|5,350.252951
549,Mid|5,350.353483
550,Mid|5,350.521035
551,Mid|2,350.588055
552,Mid|5,351.090711
553,Mid|2,351.191243
554,Mid|5,351.358795
555,Mid|5,351.626878
556,Mid|5,351.82794
557,Mid|5,352.062513
558,Mid|5,352.163044
559,Mid|5,352.364107
560,Mid|5,352.598679
561,Mid|5,352.799742
562,Mid|5,353.034315
563,Mid|5,353.268887
564,Mid|5,353.46995
565,Mid|5,353.637502
566,Mid|5,353.872075
567,Mid|5,354.073137
568,Mid|5,354.30771
569,Mid|5,354.508772
570,Mid|5,354.743345
571,Mid|5,354.843876
572,Mid|5,355.078449
573,Mid|5,355.313022
574,Mid|5,355.514084
575,Mid|5,355.748657
576,Mid|5,355.98323
577,Mid|5,356.184292
578,Mid|5,356.418865
579,Mid|5,356.619927
580,Mid|5,356.8545
581,Mid|5,357.089073
582,Mid|5,357.290135
583,Mid|5,357.524708
584,Mid|5,357.759281
585,Mid|5,357.960343
586,Mid|5,358.161406
587,Mid|5,358.295447
588,Mid|5,358.53002
589,Mid|5,358.731083
590,Mid|5,358.932145
591,Mid|5,359.166718
592,Mid|5,359.401291
593,Mid|5,359.803415
594,Mid|5,360.004478
595,Mid|5,360.239051
596,Mid|5,360.373092
597,Mid|5,360.574155
598,Mid|5,360.808727
598,Left|9,360.942769
599,Mid|5,361.00979
600,Mid|5,361.244363
601,Mid|5,361.478935
602,Mid|5,361.679998
603,Mid|5,361.914571
604,Mid|5,362.115633
605,Mid|5,362.350206
606,Mid|5,362.551268
607,Mid|2,362.785841
608,Mid|5,362.986903
608,Left|3,363.087435
609,Mid|5,363.221476
610,Mid|5,363.456049
611,Mid|5,363.623601
612,Mid|5,363.791153
612,Left|3,363.992215
613,Mid|5,364.025726
614,Mid|5,364.226788
615,Mid|5,364.461361
616,Mid|5,364.695934
617,Mid|5,364.930507
618,Mid|5,365.131569
619,Mid|2,365.366142
620,Mid|5,365.567204
621,Mid|5,365.801777
621,Right|1,366.002839
622,Mid|5,366.03635
623,Mid|5,366.237412
624,Mid|2,366.471985
625,Mid|2,366.673047
626,Mid|2,366.840599
627,Mid|2,367.041662
628,Mid|2,367.276235
629,Mid|2,367.376766
630,Mid|5,367.577828
631,Mid|5,367.812401
632,Mid|2,368.013463
633,Mid|5,368.248036
634,Mid|2,368.449099
635,Mid|2,368.54963
636,Mid|5,368.784203
637,Mid|5,368.985265
638,Mid|2,369.219838
639,Mid|2,369.4209
640,Mid|2,369.655473
640,Left|3,369.756004
641,Mid|2,369.789515
642,Mid|2,369.990577
643,Mid|2,370.25866
644,Mid|2,370.426212
645,Mid|2,370.660785
646,Mid|2,370.861847
646,Left|3,371.06291
647,Mid|2,371.09642
647,Left|9,371.196951
648,Mid|5,371.230462
649,Mid|2,371.431524
650,Mid|2,371.733118
651,Mid|2,371.967691
651,Left|6,372.101732
652,Mid|2,372.135243
653,Mid|2,372.336305
654,Mid|2,372.77194
655,Mid|2,372.973003
656,Mid|5,373.207575
657,Mid|5,373.375127
658,Mid|5,373.6097
659,Mid|5,373.810763
660,Mid|5,373.911294
661,Mid|5,374.145867
662,Mid|2,374.41395
663,Mid|5,374.547991
664,Left|9,374.782564
664,Mid|5,374.782564
665,Mid|5,375.050647
666,Mid|5,375.218199
666,Left|3,375.385751
667,Mid|5,375.452772
668,Mid|5,375.653835
669,Mid|5,375.888407
670,Mid|5,376.08947
671,Mid|2,376.290532
672,Mid|5,376.491595
673,Mid|2,376.692657
674,Mid|5,376.92723
675,Mid|5,377.128292
676,Mid|5,377.463396
677,Mid|5,377.563927
677,Left|8,377.664459
678,Mid|5,377.7985
