fixationid,surface,world_timestamp,world_index,start_timestamp,duration,dispersion,norm_pos_x,norm_pos_y,x_scaled,y_scaled,on_surf,aoi,aoi_id,next_fixation_id,next_world_timestamp,next_aoi,transition,transition_duration,from_surface,to_surface
608,Mid,362.986903,3744,362.999694,217.86400000007689,0.5046537179672126,0.4088375531136989,0.35064623504877085,0.4183424711227417,0.3506650030612945,True,5.0,Mid|5,608.0,363.087435,Left|3,Mid|5 -> Left|3,0.10053200000004381,Mid,Left
608,Left,363.087435,3747,362.999694,217.86400000007689,0.5046537179672126,0.771138608455658,0.1844519078731537,0.771138608455658,0.1844519078731537,True,3.0,Left|3,609.0,363.221476,Mid|5,Left|3 -> Mid|5,0.13404099999996788,Left,Mid
612,Mid,363.791153,3768,363.7944935,217.8634999999645,1.38797864229125,0.5770113915205002,0.37035564333200455,0.5705819725990295,0.3675703704357147,True,5.0,Mid|5,612.0,363.992215,Left|3,Mid|5 -> Left|3,0.20106199999997898,Mid,Left
612,Left,363.992215,3774,363.7944935,217.8634999999645,1.38797864229125,0.8432040214538574,0.144275277853012,0.8432040214538574,0.144275277853012,True,3.0,Left|3,613.0,364.025726,Mid|5,Left|3 -> Mid|5,0.03351100000003271,Left,Mid
621,Mid,365.801777,3828,365.79964600000005,217.8639999999632,1.4782631139314966,0.4913100940840585,0.3400822494711195,0.4827690422534942,0.3316926658153534,True,5.0,Mid|5,621.0,366.002839,Right|1,Mid|5 -> Right|1,0.20106199999997898,Mid,Right
621,Right,366.002839,3834,365.79964600000005,217.8639999999632,1.4782631139314966,0.2825656533241272,0.1835979968309402,0.2825656533241272,0.1835979968309402,True,1.0,Right|1,622.0,366.03635,Mid|5,Right|1 -> Mid|5,0.03351100000003271,Right,Mid
640,Mid,369.655473,3943,369.664709,104.89699999993718,1.4960458502705545,0.4796717241406441,0.2884807139635086,0.4656789898872375,0.3044379651546478,True,2.0,Mid|2,640.0,369.756004,Left|3,Mid|2 -> Left|3,0.10053100000004633,Mid,Left
640,Left,369.756004,3946,369.664709,104.89699999993718,1.4960458502705545,0.9226556420326232,0.1869605779647827,0.9226556420326232,0.1869605779647827,True,3.0,Left|3,641.0,369.789515,Mid|2,Left|3 -> Mid|2,0.033510999999975866,Left,Mid
646,Mid,370.861847,3979,370.875063,217.8630000000794,0.9301391462724464,0.4936821721494198,0.2616509385406971,0.4885578453540802,0.2858603000640869,True,2.0,Mid|2,646.0,371.06291,Left|3,Mid|2 -> Left|3,0.20106299999997646,Mid,Left
646,Left,371.06291,3985,370.875063,217.8630000000794,0.9301391462724464,0.75362628698349,0.0042193406261503,0.75362628698349,0.0042193406261503,True,3.0,Left|3,647.0,371.09642,Mid|2,Left|3 -> Mid|2,0.033510000000035234,Left,Mid
647,Mid,371.09642,3986,371.0969605,112.96699999996918,1.1502111323962152,0.5204275026917458,0.254653487354517,0.4820979237556457,0.2553327083587646,True,2.0,Mid|2,647.0,371.196951,Left|9,Mid|2 -> Left|9,0.10053099999998949,Mid,Left
647,Left,371.196951,3989,371.0969605,112.96699999996918,1.1502111323962152,0.6913318634033203,0.7074300646781921,0.6913318634033203,0.7074300646781921,True,9.0,Left|9,648.0,371.230462,Mid|5,Left|9 -> Mid|5,0.033510999999975866,Left,Mid
651,Mid,371.967691,4012,371.956312,161.3804999999502,1.0212543182586644,0.4251517117023468,0.2559445559978485,0.3963136970996856,0.2710662186145782,True,2.0,Mid|2,651.0,372.101732,Left|6,Mid|2 -> Left|6,0.13404100000002472,Mid,Left
651,Left,372.101732,4016,371.956312,161.3804999999502,1.0212543182586644,0.8714447021484375,0.5641297101974487,0.8714447021484375,0.5641297101974487,True,6.0,Left|6,652.0,372.135243,Mid|2,Left|6 -> Mid|2,0.033510999999975866,Left,Mid
663,Mid,374.547991,4089,374.5585725,201.72600000000784,0.9954805531413587,0.5119085141590664,0.3370224918637956,0.503675639629364,0.3362423181533813,True,5.0,Mid|5,664.0,374.782564,Left|9,Mid|5 -> Left|9,0.23457299999995485,Mid,Left
664,Left,374.782564,4096,374.780471,217.8635000000213,1.1889548343285663,0.7468683123588562,0.6793895363807678,0.7468683123588562,0.6793895363807678,True,9.0,Left|9,664.0,374.782564,Mid|5,Left|9 -> Mid|5,0.0,Left,Mid
666,Mid,375.218199,4109,375.216198,217.86400000007689,1.210201210950077,0.4932179408414023,0.3771149771554129,0.4865208566188812,0.3808731734752655,True,5.0,Mid|5,666.0,375.385751,Left|3,Mid|5 -> Left|3,0.1675520000000006,Mid,Left
666,Left,375.385751,4114,375.216198,217.86400000007689,1.210201210950077,0.9308969378471376,0.1971510350704193,0.9308969378471376,0.1971510350704193,True,3.0,Left|3,667.0,375.452772,Mid|5,Left|3 -> Mid|5,0.06702099999995426,Left,Mid
677,Mid,377.563927,4179,377.5642845,217.8635000000213,1.4919906202318394,0.3804763512951987,0.3760371378489903,0.3855464160442352,0.3690265715122223,True,5.0,Mid|5,677.0,377.664459,Left|8,Mid|5 -> Left|8,0.10053200000004381,Mid,Left
677,Left,377.664459,4182,377.5642845,217.8635000000213,1.4919906202318394,0.4362436383962631,0.7951970398426056,0.3319205939769745,0.8397446870803833,True,8.0,Left|8,678.0,377.7985,Mid|5,Left|8 -> Mid|5,0.13404099999996788,Left,Mid
680,Mid,378.100094,4195,378.104909,217.8639999999632,0.4958291730841868,0.5153521746397018,0.37783685699105257,0.4952905178070068,0.3830478489398956,True,5.0,Mid|5,680.0,378.200625,Left|9,Mid|5 -> Left|9,0.10053099999998949,Mid,Left
680,Left,378.200625,4198,378.104909,217.8639999999632,0.4958291730841868,0.7909679412841797,0.7188132405281067,0.7909679412841797,0.7188132405281067,True,9.0,Left|9,681.0,378.334667,Mid|5,Left|9 -> Mid|5,0.1340420000000222,Left,Mid
686,Mid,379.205937,4228,379.2022965,217.8635000000213,0.9010469938811824,0.38429724744388033,0.3891151930604662,0.4362027943134308,0.3651549816131592,True,5.0,Mid|5,686.0,379.239447,Right|4,Mid|5 -> Right|4,0.03350999999997839,Mid,Right
686,Right,379.239447,4229,379.2022965,217.8635000000213,0.9010469938811824,0.0892727151513099,0.5975387692451477,0.0892727151513099,0.5975387692451477,True,4.0,Right|4,687.0,379.44051,Mid|5,Right|4 -> Mid|5,0.2010630000000333,Right,Mid
709,Mid,384.064945,4373,384.055815,217.8634999999645,1.0121764094914667,0.5163642125470298,0.3692371951682226,0.4890478253364563,0.3963242173194885,True,5.0,Mid|5,709.0,384.266007,Left|3,Mid|5 -> Left|3,0.20106199999997898,Mid,Left
709,Left,384.266007,4379,384.055815,217.8634999999645,1.0121764094914667,0.9471550583839417,0.1763113886117935,0.9471550583839417,0.1763113886117935,True,3.0,Left|3,710.0,384.266007,Mid|5,Left|3 -> Mid|5,0.0,Left,Mid
710,Mid,384.266007,4379,384.277713,193.65700000003017,1.4579286376883656,0.4917991118771689,0.39804247873170034,0.4970781207084656,0.3926757872104645,True,5.0,Mid|5,710.0,384.266007,Left|3,Mid|5 -> Left|3,0.0,Mid,Left
710,Left,384.266007,4379,384.277713,193.65700000003017,1.4579286376883656,0.9529618620872498,0.1784080266952514,0.9529618620872498,0.1784080266952514,True,3.0,Left|3,711.0,384.46707,Mid|5,Left|3 -> Mid|5,0.20106299999997646,Left,Mid
740,Mid,390.700004,4571,390.7046915,217.86400000007689,1.392252085629576,0.5160268247127533,0.42098137736320496,0.5073682069778442,0.4279317259788513,True,5.0,Mid|5,740.0,390.767025,Left|8,Mid|5 -> Left|8,0.0670210000000111,Mid,Left
740,Left,390.767025,4573,390.7046915,217.86400000007689,1.392252085629576,0.4843797981739044,0.7868470549583435,0.4843797981739044,0.7868470549583435,True,8.0,Left|8,741.0,390.934577,Mid|5,Left|8 -> Mid|5,0.1675520000000006,Left,Mid
743,Mid,391.269681,4588,391.2695235,177.51850000001923,1.395207403803301,0.5849342246850332,0.40877029796441394,0.5899529457092285,0.4136502742767334,True,5.0,Mid|5,743.0,391.303191,Left|9,Mid|5 -> Left|9,0.033510000000035234,Mid,Left
743,Left,391.303191,4589,391.2695235,177.51850000001923,1.395207403803301,0.7074033617973328,0.7658421397209167,0.7074033617973328,0.7658421397209167,True,9.0,Left|9,744.0,391.437233,Mid|5,Left|9 -> Mid|5,0.13404199999996536,Left,Mid
747,Mid,392.00691,4610,391.9957355,217.8639999999632,1.087132137781899,0.44971602729388643,0.3615482917853764,0.4517645835876465,0.3622619807720184,True,5.0,Mid|5,747.0,392.073931,Left|7,Mid|5 -> Left|7,0.0670210000000111,Mid,Left
747,Left,392.073931,4612,391.9957355,217.8639999999632,1.087132137781899,0.236188143491745,0.8701849579811096,0.236188143491745,0.8701849579811096,True,7.0,Left|7,748.0,392.207972,Mid|5,Left|7 -> Mid|5,0.13404099999996788,Left,Mid
751,Mid,392.811159,4634,392.8187765,217.86299999996567,0.7250626652639279,0.4641064181923866,0.4015738032758236,0.454694002866745,0.3951406478881836,True,5.0,Mid|5,751.0,392.84467,Left|3,Mid|5 -> Left|3,0.03351100000003271,Mid,Left
751,Left,392.84467,4635,392.8187765,217.86299999996567,0.7250626652639279,0.9247719645500184,0.2612088620662689,0.9247719645500184,0.2612088620662689,True,3.0,Left|3,752.0,393.045732,Mid|5,Left|3 -> Mid|5,0.20106199999997898,Left,Mid
769,Mid,396.061668,4731,396.05849,80.69000000000415,1.4812538619955966,0.7176605661710104,0.3247791628042857,0.7172770500183105,0.3242556750774383,True,3.0,Mid|3,769.0,396.095179,Left|8,Mid|3 -> Left|8,0.033510999999975866,Mid,Left
769,Left,396.095179,4732,396.05849,80.69000000000415,1.4812538619955966,0.5275123715400696,0.7713919281959534,0.5275123715400696,0.7713919281959534,True,8.0,Left|8,770.0,396.128689,Mid|3,Left|8 -> Mid|3,0.033510000000035234,Left,Mid
776,Mid,397.06698,4761,397.083256,112.96600000002854,1.2684072496587588,0.7486408650875092,0.348709873855114,0.7402191758155823,0.3105417788028717,True,6.0,Mid|6,776.0,397.134001,Left|3,Mid|6 -> Left|3,0.0670210000000111,Mid,Left
776,Left,397.134001,4763,397.083256,112.96600000002854,1.2684072496587588,0.8429248929023743,0.0272820964455604,0.8429248929023743,0.0272820964455604,True,3.0,Left|3,777.0,397.737188,Mid|3,Left|3 -> Mid|3,0.6031869999999913,Left,Mid
785,Mid,398.876542,4815,398.8665105,129.10450000003948,1.419982365667242,0.6966395378112793,0.2750902324914932,0.7015736699104309,0.2885892689228058,True,3.0,Mid|3,785.0,398.910052,Right|1,Mid|3 -> Right|1,0.033510000000035234,Mid,Right
785,Right,398.910052,4816,398.8665105,129.10450000003948,1.419982365667242,0.0439029149711132,0.1978851109743118,0.0439029149711132,0.1978851109743118,True,1.0,Right|1,786.0,399.044094,Mid|3,Right|1 -> Mid|3,0.13404199999996536,Right,Mid
788,Mid,399.379198,4830,399.3869625,193.65700000003017,1.4972105616693936,0.7487790158816746,0.29184689692088533,0.757235050201416,0.271596610546112,True,3.0,Mid|3,788.0,399.379198,Right|2,Mid|3 -> Right|2,0.0,Mid,Right
787,Right,399.379198,4830,399.193306,173.4840000000304,1.097742304574808,0.3417247235774994,0.1265034675598144,0.3417247235774994,0.1265034675598144,True,2.0,Right|2,789.0,399.58026,Mid|3,Right|2 -> Mid|3,0.20106200000003582,Right,Mid
821,Mid,405.645643,5017,405.648526,217.8634999999645,1.422675471883592,0.4051819443702697,0.34240511432290077,0.4277785420417785,0.3395235240459442,True,5.0,Mid|5,821.0,405.712663,Left|2,Mid|5 -> Left|2,0.06702000000001362,Mid,Left
821,Left,405.712663,5019,405.648526,217.8634999999645,1.422675471883592,0.5242398381233215,0.1481469124555587,0.5242398381233215,0.1481469124555587,True,2.0,Left|2,822.0,405.880215,Mid|2,Left|2 -> Mid|2,0.1675520000000006,Left,Mid
822,Mid,405.880215,5024,405.870424,201.72600000000784,1.4789983522710588,0.4168994980198996,0.332459385905947,0.4116127789020538,0.3228641450405121,True,2.0,Mid|2,822.0,406.047767,Left|8,Mid|2 -> Left|8,0.1675520000000006,Mid,Left
822,Left,406.047767,5029,405.870424,201.72600000000784,1.4789983522710588,0.3691776692867279,0.8313266038894653,0.3691776692867279,0.8313266038894653,True,8.0,Left|8,823.0,406.081278,Mid|5,Left|8 -> Mid|5,0.033510999999975866,Left,Mid
841,Mid,410.001995,5147,409.985627,217.8635000000213,0.8560510050639566,0.5172735708100455,0.3642321952751705,0.5244517922401428,0.3711470067501068,True,5.0,Mid|5,841.0,410.136036,Left|8,Mid|5 -> Left|8,0.13404099999996788,Mid,Left
841,Left,410.136036,5151,409.985627,217.8635000000213,0.8560510050639566,0.4101620316505432,0.844937801361084,0.4101620316505432,0.844937801361084,True,8.0,Left|8,842.0,410.203057,Mid|5,Left|8 -> Mid|5,0.0670210000000111,Left,Mid
844,Mid,410.638692,5166,410.6513215,217.8639999999632,1.3675754406906508,0.3425034545361995,0.3242152743041515,0.3813497424125671,0.3506562411785126,True,2.0,Mid|2,844.0,410.839755,Left|8,Mid|2 -> Left|8,0.2010630000000333,Mid,Left
844,Left,410.839755,5172,410.6513215,217.8639999999632,1.3675754406906508,0.3335234224796295,0.8243086934089661,0.3335234224796295,0.8243086934089661,True,8.0,Left|8,845.0,410.873265,Mid|5,Left|8 -> Mid|5,0.03350999999997839,Left,Mid
849,Mid,411.677515,5197,411.6841565,217.86400000002004,0.9256943498738808,0.5629199668765068,0.3831380717456341,0.5501008033752441,0.376221239566803,True,5.0,Mid|5,849.0,411.711025,Left|9,Mid|5 -> Left|9,0.03350999999997839,Mid,Left
849,Left,411.711025,5198,411.6841565,217.86400000002004,0.9256943498738808,0.852593183517456,0.6878234148025513,0.852593183517456,0.6878234148025513,True,9.0,Left|9,850.0,411.912087,Mid|5,Left|9 -> Mid|5,0.20106199999997898,Left,Mid
871,Mid,415.698763,5317,415.7025315,217.8630000000794,0.7142128377430218,0.4839160591363907,0.32096718624234194,0.4573988318443298,0.3131900727748871,True,2.0,Mid|2,871.0,415.765783,Left|8,Mid|2 -> Left|8,0.06702000000001362,Mid,Left
871,Left,415.765783,5319,415.7025315,217.8630000000794,0.7142128377430218,0.6467357277870178,0.738682746887207,0.6467357277870178,0.738682746887207,True,8.0,Left|8,872.0,415.933335,Mid|2,Left|8 -> Mid|2,0.1675520000000006,Left,Mid
872,Mid,415.933335,5324,415.924429,217.8639999999632,0.7362105030042817,0.5419661700725555,0.32382159786564957,0.4846198856830597,0.3607740998268127,True,2.0,Mid|2,872.0,416.000356,Left|8,Mid|2 -> Left|8,0.0670210000000111,Mid,Left
872,Left,416.000356,5326,415.924429,217.8639999999632,0.7362105030042817,0.3951649665832519,0.8271352648735046,0.3951649665832519,0.8271352648735046,True,8.0,Left|8,873.0,416.134398,Mid|5,Left|8 -> Mid|5,0.13404199999996536,Left,Mid
873,Mid,416.134398,5330,416.1463275,133.13849999997274,1.345725061947215,0.5190788149833679,0.3581094920635223,0.5259256958961487,0.3646886348724365,True,5.0,Mid|5,873.0,416.201419,Left|6,Mid|5 -> Left|6,0.0670210000000111,Mid,Left
873,Left,416.201419,5332,416.1463275,133.13849999997274,1.345725061947215,0.9709006547927856,0.6443994045257568,0.9709006547927856,0.6443994045257568,True,6.0,Left|6,874.0,416.268439,Mid|5,Left|6 -> Mid|5,0.06702000000001362,Left,Mid
876,Mid,416.570033,5343,416.566716,217.8645000000188,0.8964538148937239,0.46414460028920856,0.36506227936063496,0.4877517223358154,0.3673834502696991,True,5.0,Mid|5,876.0,416.637054,Left|3,Mid|5 -> Left|3,0.06702099999995426,Mid,Left
876,Left,416.637054,5345,416.566716,217.8645000000188,0.8964538148937239,0.7875858545303345,0.2005727440118789,0.7875858545303345,0.2005727440118789,True,3.0,Left|3,877.0,416.804606,Mid|5,Left|3 -> Mid|5,0.1675520000000006,Left,Mid
879,Mid,417.240241,5363,417.232887,217.8645000000188,1.1486156988119016,0.41429499217442106,0.37284653527396067,0.4238440096378326,0.3754467964172363,True,5.0,Mid|5,879.0,417.307262,Left|8,Mid|5 -> Left|8,0.06702099999995426,Mid,Left
879,Left,417.307262,5365,417.232887,217.8645000000188,1.1486156988119016,0.3686908781528473,0.8244609832763672,0.3686908781528473,0.8244609832763672,True,8.0,Left|8,880.0,417.441303,Mid|5,Left|8 -> Mid|5,0.13404100000002472,Left,Mid
881,Mid,417.675876,5376,417.676685,217.86449999996196,1.2625623897974263,0.46351153403520584,0.3857702389359474,0.4513152241706848,0.3758687674999237,True,5.0,Mid|5,881.0,417.876939,Left|9,Mid|5 -> Left|9,0.20106299999997646,Mid,Left
881,Left,417.876939,5382,417.676685,217.86449999996196,1.2625623897974263,0.7969485521316528,0.6687949895858765,0.7969485521316528,0.6687949895858765,True,9.0,Left|9,882.0,417.910449,Mid|5,Left|9 -> Mid|5,0.033510000000035234,Left,Mid
907,Mid,422.769457,5528,422.7722915,217.8645000000188,0.8074505942358936,0.37537792697548866,0.344739768654108,0.3822655975818634,0.3540551960468292,True,5.0,Mid|5,907.0,422.869988,Left|2,Mid|5 -> Left|2,0.10053099999998949,Mid,Left
907,Left,422.869988,5531,422.7722915,217.8645000000188,0.8074505942358936,0.5732115507125854,0.1793743520975113,0.5732115507125854,0.1793743520975113,True,2.0,Left|2,908.0,423.00403,Mid|5,Left|2 -> Mid|5,0.1340420000000222,Left,Mid
918,Mid,424.981143,5594,424.9953155,217.86449999996196,1.1462015853426275,0.4170294217765331,0.3093024156987667,0.4009239673614502,0.2687640488147735,True,2.0,Mid|2,918.0,425.148695,Left|8,Mid|2 -> Left|8,0.1675520000000006,Mid,Left
918,Left,425.148695,5599,424.9953155,217.86449999996196,1.1462015853426275,0.5640799403190613,0.7048148512840271,0.5640799403190613,0.7048148512840271,True,8.0,Left|8,919.0,425.215716,Mid|2,Left|8 -> Mid|2,0.0670210000000111,Left,Mid
923,Mid,425.818903,5619,425.818359,217.8645000000188,0.9527026290120256,0.5188519528933934,0.32928508945873797,0.5299962162971497,0.3353002965450287,True,2.0,Mid|2,923.0,425.852414,Left|8,Mid|2 -> Left|8,0.03351100000003271,Mid,Left
923,Left,425.852414,5620,425.818359,217.8645000000188,0.9527026290120256,0.4428987503051758,0.8055597543716431,0.4428987503051758,0.8055597543716431,True,8.0,Left|8,924.0,426.052965,Mid|2,Left|8 -> Mid|2,0.20055099999996173,Left,Mid
925,Mid,426.321048,5634,426.326709,84.72549999999046,1.4865119014324923,0.42614767700433726,0.34961820393800735,0.4180001318454742,0.3421567678451538,True,5.0,Mid|5,925.0,426.388068,Left|9,Mid|5 -> Left|9,0.06701999999995678,Mid,Left
925,Left,426.388068,5636,426.326709,84.72549999999046,1.4865119014324923,0.9153276681900024,0.6805649399757385,0.9153276681900024,0.6805649399757385,True,9.0,Left|9,926.0,426.421579,Mid|5,Left|9 -> Mid|5,0.03351100000003271,Left,Mid
928,Mid,426.756682,5647,426.7422655,217.86449999996196,0.7086979684977023,0.4733804890087673,0.3644247778824397,0.4670989513397217,0.3577689528465271,True,5.0,Mid|5,928.0,426.924234,Left|3,Mid|5 -> Left|3,0.1675520000000006,Mid,Left
928,Left,426.924234,5652,426.7422655,217.86449999996196,0.7086979684977023,0.8291261792182922,0.2755171060562134,0.8291261792182922,0.2755171060562134,True,3.0,Left|3,929.0,426.957744,Mid|5,Left|3 -> Mid|5,0.03350999999997839,Left,Mid
953,Mid,431.883767,5800,431.8862865,217.8639999999632,1.2752089776052526,0.3873558597905295,0.3388493061065673,0.4014535844326019,0.3380671143531799,True,5.0,Mid|5,953.0,432.084829,Left|3,Mid|5 -> Left|3,0.20106200000003582,Mid,Left
953,Left,432.084829,5806,431.8862865,217.8639999999632,1.2752089776052526,0.7428484559059143,0.2170484811067581,0.7428484559059143,0.2170484811067581,True,3.0,Left|3,954.0,432.118339,Mid|5,Left|3 -> Mid|5,0.03350999999997839,Left,Mid
973,Mid,434.799168,5887,434.8113175,133.13950000002706,1.0075785428157893,0.06756379231810565,0.28705533146858214,0.075209841132164,0.2710457742214203,True,1.0,Mid|1,974.0,434.966719,Left|3,Mid|1 -> Left|3,0.16755100000000311,Mid,Left
974,Left,434.966719,5892,434.960595,88.7599999999793,1.301358035310791,0.986046552658081,0.2250678986310959,0.986046552658081,0.2250678986310959,True,3.0,Left|3,974.0,434.966719,Mid|1,Left|3 -> Mid|1,0.0,Left,Mid
979,Mid,435.670437,5913,435.654534,157.34650000001693,1.3801288078525589,0.48757992684841156,0.2625562734901905,0.4452891945838928,0.2718997299671173,True,2.0,Mid|2,979.0,435.703947,Left|6,Mid|2 -> Left|6,0.033510000000035234,Mid,Left
979,Left,435.703947,5914,435.654534,157.34650000001693,1.3801288078525589,0.7993770837783813,0.6106350421905518,0.7993770837783813,0.6106350421905518,True,6.0,Left|6,980.0,435.93852,Mid|2,Left|6 -> Mid|2,0.23457299999995485,Left,Mid
980,Mid,435.93852,5921,435.9490545,84.72449999999299,1.4209417051186066,0.6301733652750651,0.3006878395875295,0.6246898174285889,0.3072248101234436,True,2.0,Mid|2,983.0,437.580527,Right|2,Mid|2 -> Right|2,1.642007000000035,Mid,Right
983,Right,437.580527,5970,437.540942,80.69000000000415,1.4494377052743457,0.5598646402359009,0.2985215187072754,0.5598646402359009,0.2985215187072754,True,2.0,Right|2,984.0,437.982651,Mid|2,Right|2 -> Mid|2,0.40212399999995796,Right,Mid
989,Mid,438.920941,6010,438.9346035,80.69050000005973,1.4834366213964374,0.4809531196951866,0.24909828230738634,0.4924179911613464,0.2651823759078979,True,2.0,Mid|2,989.0,438.954452,Left|8,Mid|2 -> Left|8,0.033510999999975866,Mid,Left
989,Left,438.954452,6011,438.9346035,80.69050000005973,1.4834366213964374,0.5257358551025391,0.6876096129417419,0.5257358551025391,0.6876096129417419,True,8.0,Left|8,990.0,439.054983,Mid|2,Left|8 -> Mid|2,0.10053099999998949,Left,Mid
990,Mid,439.054983,6014,439.067743,125.07049999999252,1.4156532389406111,0.6623688459396362,0.3244863271713257,0.6676866412162781,0.3167363405227661,True,2.0,Mid|2,991.0,439.524128,Right|1,Mid|2 -> Right|1,0.4691450000000259,Mid,Right
991,Right,439.524128,6028,439.51961,137.1740000000159,1.2621329878148513,0.032319751009345046,0.2432680636644363,0.0248629841953516,0.2547049522399902,True,1.0,Right|1,992.0,439.926252,Mid|6,Right|1 -> Mid|6,0.40212399999995796,Right,Mid
992,Mid,439.926252,6040,439.9392005,80.69050000005973,1.4995591285030063,0.9003064334392548,0.4637506380677223,0.9029136896133424,0.4486180543899536,True,6.0,Mid|6,993.0,440.026783,Right|2,Mid|6 -> Right|2,0.10053100000004633,Mid,Right
992,Right,440.026783,6043,439.9392005,80.69050000005973,1.4995591285030063,0.4382762610912323,0.2684260010719299,0.4382762610912323,0.2684260010719299,True,2.0,Right|2,993.0,440.026783,Mid|6,Right|2 -> Mid|6,0.0,Right,Mid
