aoi,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1,15,5,0,0,3,0,0,0,0
2,8,909,2,2,287,0,0,0,0
3,0,2,1,0,0,0,0,0,0
4,0,1,0,2,1,0,0,0,0
5,0,290,0,0,2041,5,1,0,0
6,0,1,0,0,4,2,0,0,0
7,0,0,0,0,1,0,0,1,0
8,0,0,0,0,0,0,1,0,0
9,0,0,0,0,0,0,0,0,0
