fixationid,surface,world_timestamp,world_index,start_timestamp,duration,dispersion,norm_pos_x,norm_pos_y,x_scaled,y_scaled,on_surf,aoi,aoi_id,next_fixation_id,next_world_timestamp,next_aoi,transition,transition_duration,from_surface,to_surface
1389,Mid,4825.851151,8362,4825.842646,181.55750000005355,1.1558694176279434,0.49036211768786114,0.40402117868264514,0.4887845516204834,0.4024133086204529,True,5,Mid|5,1390.0,4826.052217,Dashboard|5,Mid|5 -> Dashboard|5,0.20106600000053731,Mid,Dashboard
1392,Dashboard,4826.454349,8380,4826.447835999999,169.45300000043062,1.4467462285251866,0.3203021536270777,0.4366474002599716,0.3192593157291412,0.4377651214599609,True,4,Dashboard|4,1392.0,4826.554882,Left|7,Dashboard|4 -> Left|7,0.1005330000007234,Dashboard,Left
1392,Left,4826.554882,8383,4826.447835999999,169.45300000043062,1.4467462285251866,0.13503497838974,0.7093082666397095,0.13503497838974,0.7093082666397095,True,7,Left|7,1393.0,4826.722437,Mid|5,Left|7 -> Mid|5,0.16755499999999302,Left,Mid
1407,Mid,4829.637895,8475,4829.6432375,185.59149999964572,0.6261267777319325,0.4738836629050119,0.44731204424585613,0.4744244515895843,0.4448018074035644,True,5,Mid|5,1408.0,4829.939494,Dashboard|5,Mid|5 -> Dashboard|5,0.3015990000003512,Mid,Dashboard
1409,Dashboard,4830.040027,8487,4830.0507315,205.76450000044133,1.4184843674608916,0.28310199294771465,0.4938034542969295,0.2804923951625824,0.4891050457954407,True,4,Dashboard|4,1409.0,4830.14056,Left|7,Dashboard|4 -> Left|7,0.10053299999981391,Dashboard,Left
1409,Left,4830.14056,8490,4830.0507315,205.76450000044133,1.4184843674608916,0.0027264328673481,0.7575276494026184,0.0027264328673481,0.7575276494026184,True,7,Left|7,1410.0,4830.308115,Mid|5,Left|7 -> Mid|5,0.16755499999999302,Left,Mid
1420,Mid,4832.084199,8548,4832.096273,217.8680000006352,1.272571073058527,0.39495022594928736,0.5377659499645233,0.3995091617107391,0.5120431184768677,True,5,Mid|5,1420.0,4832.251754,Left|8,Mid|5 -> Left|8,0.16755499999999302,Mid,Left
1420,Left,4832.251754,8553,4832.096273,217.8680000006352,1.272571073058527,0.5529207587242126,0.7689412236213684,0.5529207587242126,0.7689412236213684,True,8,Left|8,1421.0,4832.318776,Mid|5,Left|8 -> Mid|5,0.0670220000001791,Left,Mid
1442,Mid,4836.574675,8682,4836.590815,217.8680000006352,1.096946842426668,0.3524813652038574,0.5143555998802185,0.3560118377208709,0.511202871799469,True,5,Mid|5,1442.0,4836.74223,Left|3,Mid|5 -> Left|3,0.16755499999999302,Mid,Left
1442,Left,4836.74223,8687,4836.590815,217.8680000006352,1.096946842426668,0.742006242275238,0.2805272042751312,0.742006242275238,0.2805272042751312,True,3,Left|3,1443.0,4836.809252,Mid|4,Left|3 -> Mid|4,0.0670220000001791,Left,Mid
1444,Mid,4837.07734,8697,4837.0830355,193.66100000024744,1.4696589030527951,0.40581131832940237,0.44529044202395845,0.4072980582714081,0.4441132843494415,True,5,Mid|5,1444.0,4837.07734,Left|6,Mid|5 -> Left|6,0.0,Mid,Left
1444,Left,4837.07734,8697,4837.0830355,193.66100000024744,1.4696589030527951,0.9860308170318604,0.5975856781005859,0.9860308170318604,0.5975856781005859,True,6,Left|6,1445.0,4837.278406,Mid|5,Left|6 -> Mid|5,0.20106600000053731,Left,Mid
1457,Mid,4839.72471,8776,4839.713593500001,157.34949999932724,1.4939234375179111,0.33196876049041746,0.4925766110420227,0.3333708643913269,0.4921987354755401,True,4,Mid|4,1457.0,4839.758221,Left|6,Mid|4 -> Left|6,0.033510999999634805,Mid,Left
1457,Left,4839.758221,8777,4839.713593500001,157.34949999932724,1.4939234375179111,0.7032111585140228,0.5011190474033356,0.7057589292526245,0.7243112921714783,True,6,Left|6,1458.0,4839.858754,Mid|5,Left|6 -> Mid|5,0.10053299999981391,Left,Mid
