AOI,Total_Duration_ms
8,19406.41350000351
9,13257.68849999804
6,8658.246999999392
3,6903.196500000377
2,5684.74999999853
5,5402.327499998137
4,5216.734500001621
7,2961.394500002825
1,714.124999998603
