fixationid,world_timestamp,world_index,start_timestamp,duration,dispersion,norm_pos_x,norm_pos_y,x_scaled,y_scaled,on_surf,aoi,next_fixation_id,next_world_timestamp,next_aoi,transition,transition_duration
2,8094.492037,113,8094.4437435,80.69199999954435,1.4930627283976985,0.5573784112930298,0.3373274505138397,0.5573784112930298,0.3373274505138397,True,5,4.0,8094.994704,2.0,5 -> 2.0,0.5026669999997466
4,8094.994704,128,8094.9157925,217.86900000006423,1.4562390198332622,0.41743993759155273,0.016029423723618135,0.3819769620895386,0.0122434766963124,True,2,6.0,8095.329815,2.0,2 -> 2.0,0.33511100000032457
6,8095.329815,138,8095.3313575,145.2464999993026,1.4295910897198958,0.5216767191886902,0.043569704983383375,0.4124116003513336,0.0840378254652023,True,2,7.0,8095.664926,4.0,2 -> 4.0,0.33511100000032457
7,8095.664926,148,8095.589573,84.72650000021531,1.461211556323145,0.2719088792800903,0.4365945756435394,0.2719088792800903,0.4365945756435394,True,4,8.0,8095.664926,4.0,4 -> 4.0,0.0
8,8095.664926,148,8095.678334,217.86950000023356,0.5036421911500032,0.26389538248380023,0.4569711983203888,0.2705412805080414,0.4496301710605621,True,4,9.0,8095.899504,4.0,4 -> 4.0,0.23457799999960116
9,8095.899504,155,8095.900238,217.86900000006423,0.9081285457136704,0.310367892185847,0.36448989311854046,0.3007614612579345,0.376413881778717,True,4,11.0,8096.268126,2.0,4 -> 2.0,0.36862199999995937
11,8096.268126,166,8096.247214499999,217.86900000006423,0.2949252893159163,0.6589689254760742,0.0430790558457374,0.6589689254760742,0.0430790558457374,True,2,12.0,8096.636748,2.0,2 -> 2.0,0.36862199999995937
12,8096.636748,177,8096.469118,173.48799999945186,1.0563410734517458,0.4327012002468109,0.1140203848481178,0.4327012002468109,0.1140203848481178,True,2,13.0,8096.670259,6.0,2 -> 6.0,0.0335110000005443
13,8096.670259,178,8096.6627795,205.7649999997011,1.179623731934698,0.784108430147171,0.5161513090133667,0.8104239702224731,0.5839191675186157,True,6,14.0,8096.904837,8.0,6 -> 8.0,0.23457799999960116
14,8096.904837,185,8096.912925,88.76199999940582,1.4120709093630268,0.6394166350364685,0.7101396918296814,0.6394166350364685,0.7101396918296814,True,8,23.0,8102.40066,8.0,8 -> 8.0,5.4958230000002
23,8102.40066,349,8102.391927000001,104.89999999936116,1.4374866838951377,0.6175776720046997,0.7997155785560608,0.7797815203666687,0.615727424621582,True,8,24.0,8102.534704,5.0,8 -> 5.0,0.13404399999944872
24,8102.534704,353,8102.504896,80.69199999954435,1.428474186120983,0.5327469309171041,0.40141290922959644,0.1880728006362915,0.172483816742897,True,5,25.0,8102.668749,5.0,5 -> 5.0,0.13404500000069675
25,8102.668749,357,8102.6662805,96.83050000057848,1.462288970139075,0.6117755770683289,0.5776983797550201,0.611063539981842,0.5862621068954468,True,5,26.0,8102.836304,5.0,5 -> 5.0,0.16755499999999302
26,8102.836304,362,8102.767146,84.72649999930582,1.3966485435776053,0.6534758806228638,0.4391629695892334,0.6534758806228638,0.4391629695892334,True,5,27.0,8102.869815,5.0,5 -> 5.0,0.033510999999634805
27,8102.869815,363,8102.855907,217.86900000006423,1.134549560743684,0.531385118762652,0.6062591026226679,0.8121815919876099,0.8036977648735046,True,5,28.0,8103.104393,4.0,5 -> 4.0,0.23457799999960116
28,8103.104393,370,8103.077811,141.2109999992026,1.3306449169070822,0.2854052111506462,0.33668002486228943,0.3283636271953583,0.3806658685207367,True,4,29.0,8103.238438,1.0,4 -> 1.0,0.13404500000069675
29,8103.238438,374,8103.2230565,96.83099999983824,1.401550168880275,0.25369018316268915,0.2943156808614731,0.2718298733234405,0.3286206424236297,True,1,30.0,8103.405993,6.0,1 -> 6.0,0.16755499999999302
30,8103.405993,379,8103.323922,80.69200000045385,1.4718383906412358,0.724927544593811,0.3981703817844391,0.724927544593811,0.3981703817844391,True,6,31.0,8103.405993,5.0,6 -> 5.0,0.0
31,8103.405993,379,8103.416718500001,80.69199999954435,1.4569127500016106,0.6454311907291412,0.492265060544014,0.7092132568359375,0.3637711703777313,True,5,32.0,8103.506526,5.0,5 -> 5.0,0.10053299999981391
32,8103.506526,382,8103.501445,217.868499999895,1.3773987318644534,0.531772201259931,0.6501863648494085,0.5302790999412537,0.6170079112052917,True,5,33.0,8103.707593,5.0,5 -> 5.0,0.20106699999996636
33,8103.707593,388,8103.723347999999,217.86950000023356,0.7022646873247351,0.4916520615418752,0.5508282134930292,0.3761267960071563,0.7986428141593933,True,5,34.0,8103.942171,5.0,5 -> 5.0,0.23457799999960116
34,8103.942171,395,8103.945251999999,217.86900000006423,0.3721468750461984,0.5102252010256052,0.5432122275233269,0.5657868981361389,0.5617427825927734,True,5,35.0,8104.176749,5.0,5 -> 5.0,0.23457800000051066
35,8104.176749,402,8104.167155499999,217.86950000023356,0.5134367585366887,0.5871001680692037,0.49900628129641217,0.6552460789680481,0.4124535024166107,True,5,36.0,8104.377815,5.0,5 -> 5.0,0.20106599999962782
36,8104.377815,408,8104.3890595,217.86900000006423,0.292664998993263,0.5356068998575211,0.4474781811237335,0.7363088726997375,0.3199925422668457,True,5,37.0,8104.612393,5.0,5 -> 5.0,0.23457800000051066
37,8104.612393,415,8104.610963,217.868499999895,0.0906878319444856,0.4067590594291687,0.41154950559139253,0.1839869022369384,0.1931657046079635,True,5,38.0,8104.846971,5.0,5 -> 5.0,0.23457799999960116
38,8104.846971,422,8104.832866,217.86950000023356,1.400327244799619,0.48458764595644815,0.5550788130078997,0.6895880103111267,0.6893882155418396,True,5,39.0,8105.048038,5.0,5 -> 5.0,0.20106699999996636
39,8105.048038,428,8105.05477,217.86900000006423,0.2836161677626918,0.5117643803358078,0.3844654709100723,0.5072951912879944,0.5065337419509888,True,5,40.0,8105.383149,5.0,5 -> 5.0,0.33511100000032457
40,8105.383149,438,8105.2766735,217.86950000023356,1.2510066026613624,0.5117425918579102,0.5140854716300964,0.511803388595581,0.5096539258956909,True,5,41.0,8105.517193,5.0,5 -> 5.0,0.13404399999944872
41,8105.517193,442,8105.4985775,217.868499999895,1.370025689805039,0.6343592762947082,0.562490439414978,0.6308548450469971,0.3782100081443786,True,5,42.0,8105.751771,5.0,5 -> 5.0,0.23457800000051066
42,8105.751771,449,8105.720481,217.868499999895,0.6769210499954694,0.5059922536214193,0.4242102305094401,0.286009132862091,0.2977671027183532,True,5,43.0,8105.952838,5.0,5 -> 5.0,0.20106699999996636
43,8105.952838,455,8105.9423845,217.86900000006423,0.5412356605447264,0.5880582588059562,0.5188429866518293,0.6358094215393066,0.3824605643749237,True,5,44.0,8106.153904,5.0,5 -> 5.0,0.20106599999962782
44,8106.153904,461,8106.164288,217.86900000006423,0.4775818120950204,0.521780714392662,0.4970829288164775,0.5274194478988647,0.5136476159095764,True,5,45.0,8106.421993,5.0,5 -> 5.0,0.26808900000014546
45,8106.421993,469,8106.386192,217.868499999895,0.3558516484269811,0.5070107132196426,0.5179141908884048,0.5166671276092529,0.5068302750587463,True,5,46.0,8106.62306,5.0,5 -> 5.0,0.20106699999996636
46,8106.62306,475,8106.6080955,217.868499999895,0.184705391115001,0.5109413436480931,0.4817871110779898,0.3800098299980163,0.38636314868927,True,5,47.0,8106.824127,5.0,5 -> 5.0,0.20106699999996636
47,8106.824127,481,8106.8299985,217.86949999932403,0.2176826633496824,0.5340105550629752,0.49668917059898376,0.5398434400558472,0.4876831173896789,True,5,48.0,8107.058704,5.0,5 -> 5.0,0.23457700000017212
48,8107.058704,488,8107.051902499999,217.86900000006423,0.2556864205391819,0.5821531329836164,0.545212950025286,0.540396511554718,0.497184544801712,True,5,49.0,8107.259771,5.0,5 -> 5.0,0.20106699999996636
49,8107.259771,494,8107.273806,217.86949999932403,0.1438505926268406,0.5406229197978973,0.6182656213641167,0.6851018071174622,0.6532107591629028,True,5,50.0,8107.494349,5.0,5 -> 5.0,0.23457799999960116
50,8107.494349,501,8107.49571,217.868499999895,1.4733169546943086,0.6095251824174609,0.550147899559566,0.530882716178894,0.4576443135738373,True,5,51.0,8107.728927,5.0,5 -> 5.0,0.23457800000051066
51,8107.728927,508,8107.717613000001,217.86900000006423,0.1309130320292139,0.5596318585532052,0.48931324907711576,0.723928689956665,0.6749019622802734,True,5,52.0,8107.929993,5.0,5 -> 5.0,0.20106599999962782
52,8107.929993,514,8107.9395165,217.86949999932403,0.2041956206977597,0.5880357672770818,0.48233502606550854,0.5427415370941162,0.4709195494651794,True,5,53.0,8108.164571,5.0,5 -> 5.0,0.23457800000051066
53,8108.164571,521,8108.1614205,217.86900000006423,0.1134078241417985,0.5202778577804565,0.46174266934394836,0.7334145903587341,0.6636521816253662,True,5,54.0,8108.399149,5.0,5 -> 5.0,0.23457799999960116
54,8108.399149,528,8108.383324,217.86900000006423,0.1753043668169644,0.51130325453622,0.45316354291779654,0.3636116683483124,0.3469170928001404,True,5,55.0,8108.600216,5.0,5 -> 5.0,0.20106699999996636
55,8108.600216,534,8108.6052275,217.86900000006423,0.1169983726517374,0.49288323521614075,0.42796720191836357,0.5299025774002075,0.4522523283958435,True,5,56.0,8108.834793,5.0,5 -> 5.0,0.23457700000017212
56,8108.834793,541,8108.827131,217.86900000006423,0.1036585372135197,0.5144323507944742,0.4311488519112269,0.4991912841796875,0.4353202283382416,True,5,57.0,8109.03586,5.0,5 -> 5.0,0.20106699999996636
57,8109.03586,547,8109.049035,217.86900000006423,0.0860684047148412,0.5071687158197165,0.4260362330824137,0.5062655210494995,0.4468294680118561,True,5,58.0,8109.270438,5.0,5 -> 5.0,0.23457799999960116
58,8109.270438,554,8109.2709385,217.86900000006423,0.1615681331331142,0.434009687975049,0.4777943901717663,0.5065473318099976,0.4519528448581695,True,5,59.0,8109.505016,5.0,5 -> 5.0,0.23457800000051066
