AOI,Fixation_Count,Total_Duration_ms,Fixation_Count_Pct,Total_Duration_Pct
1,7,782.7145000010205,0.30342436064152584,0.1624221300622032
2,27,4204.064499998822,1.1703511053315996,0.8723910327556341
3,9,1514.118500002951,0.3901170351105332,0.3141967498196938
4,27,4955.234999999448,1.1703511053315996,1.0282674252970176
5,2183,460876.1974999879,94.62505418292155,95.63703456728999
6,29,5193.296999997983,1.2570437798006067,1.0776679884992835
7,3,613.2605000020703,0.13003901170351106,0.12725850446518902
8,12,2180.9354999995776,0.5201560468140443,0.45256883504489287
9,10,1581.565500002398,0.43346337234503685,0.3281927667661044
