surface,aoi_id,fixation_count,total_duration_ms,mean_duration_ms
Dashboard,Dashboard|2,1,117.00349999591708,117.00349999591708
Dashboard,Dashboard|3,1,161.38400000636466,161.38400000636466
Dashboard,Dashboard|4,4,746.4010000112467,186.60025000281166
Dashboard,Dashboard|5,42,5208.6699999345,124.01595237939286
Dashboard,Dashboard|6,14,1767.1545000339393,126.22532143099566
Dashboard,Dashboard|7,6,827.0934999745805,137.84891666243007
Dashboard,Dashboard|8,77,10639.192999951774,138.17133766171136
Dashboard,Dashboard|9,16,1835.7449999602977,114.73406249751861
Left,Left|1,5,564.8435000039171,112.96870000078343
Left,Left|2,53,9791.977000175393,184.75428302217722
Left,Left|3,48,8908.400500091375,185.59167708523697
Left,Left|4,10,1416.1449999955948,141.61449999955948
Left,Left|5,16,2380.413500010036,148.77584375062725
Left,Left|6,29,5019.04449990252,173.07049999663863
Left,Left|7,1,217.86900001461615,217.86900001461615
Left,Left|8,72,12668.647499915096,175.9534374988208
Left,Left|9,107,19994.202999951085,186.86171027991668
Mid,Mid|1,3,334.87149998836685,111.62383332945562
Mid,Mid|2,39,5409.928500026581,138.71611538529694
Mid,Mid|3,5,556.7745000007562,111.35490000015125
Mid,Mid|4,159,25046.80349981936,157.52706603659976
Mid,Mid|5,3259,591559.9085002468,181.51577431735097
Mid,Mid|6,32,4377.541999943787,136.79818749824335
Mid,Mid|7,2,278.38650000921916,139.19325000460958
Mid,Mid|8,8,1351.5915000025416,168.9489375003177
Mid,Mid|9,3,463.9795000111917,154.6598333370639
Right,Right|1,20,3788.4899999480695,189.42449999740347
Right,Right|2,14,2852.4614999914775,203.74724999939124
Right,Right|4,12,2013.2664999982806,167.77220833319004
Right,Right|5,4,447.8404999972554,111.96012499931385
Right,Right|7,29,5019.041000021389,173.07037931108238
Right,Right|8,9,1646.1159999889787,182.9017777765532
Right,Right|9,1,117.003500010469,117.003500010469
