surface,aoi_id,fixation_count,total_duration_ms,mean_duration_ms
Dashboard,Dashboard|1,1,145.25200000025507,145.25200000025507
Dashboard,Dashboard|2,1,217.87799999992785,217.87799999992785
Dashboard,Dashboard|4,4,556.7995000001247,139.19987500003117
Dashboard,Dashboard|5,1,217.87800000015525,217.87800000015525
Dashboard,Dashboard|8,1,165.42549999985567,165.42549999985567
Left,Left|2,6,1234.6414999999524,205.7735833333254
Left,Left|3,23,4744.893499999307,206.2997173912742
Left,Left|4,1,104.9040000000332,104.9040000000332
Left,Left|5,6,1214.467999999897,202.41133333331618
Left,Left|6,16,3348.863000000165,209.3039375000103
Left,Left|7,4,810.9899999997197,202.74749999992991
Left,Left|8,31,5806.037500000457,187.29153225807926
Left,Left|9,25,5043.464999999969,201.73859999999877
Mid,Mid|1,4,601.1814999999388,150.2953749999847
Mid,Mid|2,226,42938.04249999994,189.99133849557495
Mid,Mid|4,1,104.90399999980582,104.90399999980582
Mid,Mid|5,829,164614.6944999996,198.5701984318451
Mid,Mid|6,3,476.1035000001357,158.70116666671188
Right,Right|1,2,435.75499999974454,217.87749999987227
Right,Right|2,5,944.1369999997278,188.82739999994556
