surface,aoi_id,fixation_count,total_duration_ms,mean_duration_ms
Dashboard,Dashboard|2,1,88.76099999997678,88.76099999997678
Dashboard,Dashboard|4,1,96.83050000057848,96.83050000057848
Dashboard,Dashboard|5,38,5995.430999993005,157.7744999998159
Dashboard,Dashboard|6,1,84.72700000129407,84.72700000129407
Dashboard,Dashboard|7,10,1590.3909999997268,159.03909999997268
Dashboard,Dashboard|8,33,4397.316999998111,133.25203030297305
Left,Left|1,1,141.21099999829312,141.21099999829312
Left,Left|2,15,2269.401000000471,151.2934000000314
Left,Left|3,1,217.86950000023356,217.86950000023356
Left,Left|4,10,1626.7010000010487,162.67010000010487
Left,Left|5,3,597.1224999975675,199.0408333325225
Left,Left|8,1,84.72650000021531,84.72650000021531
Mid,Mid|1,7,782.7145000010205,111.81635714300293
Mid,Mid|2,27,4204.064499998822,155.70609259254894
Mid,Mid|3,9,1514.118500002951,168.23538888921678
Mid,Mid|4,27,4955.234999999448,183.52722222220177
Mid,Mid|5,2183,460876.1974999879,211.1205668804342
Mid,Mid|6,29,5193.296999997983,179.0792068964822
Mid,Mid|7,3,613.2605000020703,204.42016666735677
Mid,Mid|8,12,2180.9354999995776,181.7446249999648
Mid,Mid|9,10,1581.565500002398,158.1565500002398
Right,Right|1,37,7496.306499999264,202.6028783783585
Right,Right|2,36,7205.817999998544,200.16161111107067
Right,Right|3,2,395.39200000035635,197.69600000017817
Right,Right|4,15,3134.8919999991267,208.99279999994178
Right,Right|5,4,609.2274999991787,152.30687499979467
Right,Right|6,2,338.9079999997193,169.45399999985966
Right,Right|7,106,22412.26650000408,211.43647641513283
Right,Right|8,41,8932.629499997347,217.86901219505725
Right,Right|9,2,435.7385000002978,217.8692500001489
