from_surface,to_surface,world_timestamp,next_world_timestamp,transition_duration
Mid,Mid,1749.708649,1749.909715,0.20106600000008257
Mid,Left,1749.909715,1750.278335,0.3686199999999644
Left,Left,1750.278335,1750.848021,0.569686000000047
Left,Left,1750.848021,1751.183131,0.33510999999998603
Left,Left,1751.183131,1751.183131,0.0
Left,Left,1751.183131,1752.691123,1.5079920000000584
Left,Left,1752.691123,1752.691123,0.0
Left,Left,1752.691123,1753.260809,0.569686000000047
Left,Mid,1753.260809,1753.830496,0.5696869999999308
Mid,Mid,1753.830496,1754.065072,0.23457600000006096
Mid,Dashboard,1754.065072,1754.232627,0.16755499999999302
Dashboard,Mid,1754.232627,1754.601247,0.3686199999999644
Mid,Mid,1754.601247,1754.802313,0.2010659999998552
Mid,Mid,1754.802313,1755.003379,0.20106600000008257
Mid,Mid,1755.003379,1755.137423,0.13404399999990346
Mid,Mid,1755.137423,1755.371999,0.23457600000006096
Mid,Mid,1755.371999,1755.573065,0.20106600000008257
Mid,Mid,1755.573065,1755.807641,0.23457600000006096
Mid,Mid,1755.807641,1756.042218,0.23457699999994475
Mid,Mid,1756.042218,1756.209773,0.16755499999999302
Mid,Mid,1756.209773,1756.745948,0.5361749999999574
Mid,Mid,1756.745948,1756.879992,0.13404399999990346
Mid,Mid,1756.879992,1757.114568,0.23457600000006096
Mid,Mid,1757.114568,1757.349145,0.23457699999994475
Mid,Mid,1757.349145,1757.550211,0.20106600000008257
Mid,Mid,1757.550211,1757.784787,0.23457600000006096
Mid,Mid,1757.784787,1757.985853,0.2010659999998552
Mid,Mid,1757.985853,1758.22043,0.23457700000017212
Mid,Mid,1758.22043,1758.421495,0.2010649999999714
Mid,Mid,1758.421495,1758.656072,0.23457699999994475
Mid,Mid,1758.656072,1758.790116,0.13404399999990346
Mid,Mid,1758.790116,1759.024692,0.23457600000006096
Mid,Mid,1759.024692,1759.225758,0.20106600000008257
Mid,Mid,1759.225758,1759.460335,0.23457699999994475
Mid,Mid,1759.460335,1759.694911,0.23457600000006096
Mid,Mid,1759.694911,1759.895977,0.2010659999998552
Mid,Mid,1759.895977,1760.130554,0.23457700000017212
Mid,Mid,1760.130554,1760.331619,0.2010649999999714
Mid,Mid,1760.331619,1760.599707,0.2680880000000343
Mid,Mid,1760.599707,1760.800773,0.2010659999998552
Mid,Mid,1760.800773,1761.001838,0.2010649999999714
Mid,Mid,1761.001838,1761.236415,0.23457700000017212
Mid,Mid,1761.236415,1761.437481,0.2010659999998552
Mid,Mid,1761.437481,1761.605035,0.16755400000010923
Mid,Mid,1761.605035,1761.705568,0.10053300000004128
Mid,Mid,1761.705568,1761.906634,0.2010659999998552
Mid,Mid,1761.906634,1762.141211,0.23457700000017212
Mid,Mid,1762.141211,1762.442809,0.3015979999997853
Mid,Mid,1762.442809,1762.543342,0.10053300000004128
Mid,Mid,1762.543342,1762.744408,0.20106600000008257
Mid,Mid,1762.744408,1762.978984,0.23457600000006096
Mid,Mid,1762.978984,1763.18005,0.2010659999998552
Mid,Mid,1763.18005,1763.414627,0.23457700000017212
Mid,Mid,1763.414627,1763.649203,0.23457599999983358
Mid,Mid,1763.649203,1763.850269,0.20106600000008257
Mid,Mid,1763.850269,1764.084845,0.23457600000006096
Mid,Mid,1764.084845,1764.319422,0.23457699999994475
Mid,Mid,1764.319422,1764.520488,0.2010659999998552
Mid,Mid,1764.520488,1764.755064,0.23457600000006096
Mid,Mid,1764.755064,1764.95613,0.20106600000008257
Mid,Mid,1764.95613,1765.190707,0.23457699999994475
Mid,Mid,1765.190707,1765.425283,0.23457600000006096
Mid,Mid,1765.425283,1765.626349,0.2010659999998552
Mid,Mid,1765.626349,1765.860926,0.23457700000017212
Mid,Mid,1765.860926,1766.129013,0.26808699999992314
Mid,Mid,1766.129013,1766.36359,0.23457699999994475
Mid,Mid,1766.36359,1766.564656,0.20106600000008257
Mid,Mid,1766.564656,1766.799232,0.23457600000006096
Mid,Mid,1766.799232,1767.000298,0.2010659999998552
Mid,Left,1767.000298,1767.033809,0.03351100000008955
Left,Mid,1767.033809,1767.234875,0.20106600000008257
Mid,Mid,1767.234875,1767.469451,0.23457599999983358
Mid,Mid,1767.469451,1767.670517,0.20106600000008257
Mid,Mid,1767.670517,1767.905093,0.23457600000006096
Mid,Mid,1767.905093,1768.13967,0.23457699999994475
Mid,Mid,1768.13967,1768.340736,0.20106600000008257
Mid,Mid,1768.340736,1768.508291,0.16755499999999302
Mid,Mid,1768.508291,1768.742867,0.23457599999983358
Mid,Mid,1768.742867,1768.977444,0.23457700000017212
Mid,Mid,1768.977444,1769.178509,0.2010649999999714
Mid,Mid,1769.178509,1769.413086,0.23457699999994475
Mid,Mid,1769.413086,1769.614152,0.20106600000008257
Mid,Mid,1769.614152,1769.848728,0.23457599999983358
Mid,Left,1769.848728,1769.882239,0.03351100000008955
Left,Mid,1769.882239,1770.083305,0.20106600000008257
Mid,Mid,1770.083305,1770.284371,0.2010659999998552
Mid,Mid,1770.284371,1770.518947,0.23457600000006096
Mid,Mid,1770.518947,1770.753524,0.23457699999994475
