AOI,Total_Duration_ms
5,696236.0129999834
4,9255.400000000918
2,6612.72650000501
1,4740.668499998719
6,1900.3020000000106
3,996.5480000000753
9,597.1214999999575
8,564.8454999991372
7,423.63399999976536
