AOI,Total_Duration_ms
8,33308.6615000002
9,15145.888499999728
3,13749.918999998044
6,13507.842500000152
2,9751.710500000627
5,1964.851499998531
1,1751.0164999998779
7,1468.596000001071
4,1424.2135000004055
