fixationid,surface,world_timestamp,world_index,start_timestamp,duration,dispersion,norm_pos_x,norm_pos_y,x_scaled,y_scaled,on_surf,aoi,aoi_id,next_fixation_id,next_world_timestamp,next_aoi,transition,transition_duration,from_surface,to_surface
2,Mid,4336.167923,19,4336.1784005,129.1080000000875,1.4141988580648166,0.5581446886062622,0.2468999400734901,0.6617239713668823,0.2036785334348678,True,2,Mid|2,3.0,4336.469525,Left|4,Mid|2 -> Left|4,0.30160200000045734,Mid,Left
3,Left,4336.469525,28,4336.4204785,80.69299999988289,1.3489801041774063,0.2311373502016067,0.5089867115020752,0.2311373502016067,0.5089867115020752,True,4,Left|4,3.0,4336.469525,Dashboard|3,Left|4 -> Dashboard|3,0.0,Left,Dashboard
3,Dashboard,4336.469525,28,4336.4204785,80.69299999988289,1.3489801041774063,0.7685887813568115,0.196063257753849,0.765245258808136,0.1993813663721084,True,3,Dashboard|3,4.0,4336.87166,Left|8,Dashboard|3 -> Left|8,0.40213499999936175,Dashboard,Left
4,Left,4336.87166,40,4336.872814,96.83199999926728,0.8458746833177269,0.3879534304141998,0.7802481651306152,0.3879534304141998,0.7802481651306152,True,8,Left|8,5.0,4337.474862,Right|6,Left|8 -> Right|6,0.6032020000002376,Left,Right
7,Right,4337.910509,71,4337.9011900000005,100.8654999995997,1.3226911465223106,0.38930860161781305,0.5563276410102844,0.4306958615779876,0.5100764036178589,True,5,Right|5,10.0,4338.714779,Left|3,Right|5 -> Left|3,0.804269999999633,Right,Left
13,Left,4339.452026,117,4339.366219,209.80100000087987,1.4894110086561048,0.6541737914085388,0.7835254073143005,0.6541737914085388,0.7835254073143005,True,8,Left|8,14.0,4340.155763,Right|4,Left|8 -> Right|4,0.7037369999998191,Left,Right
14,Right,4340.155763,138,4340.108592,153.3160000008138,0.74925456150533,0.0104904565960168,0.3588614165782928,0.0104904565960168,0.3588614165782928,True,4,Right|4,15.0,4340.792476,Mid|5,Right|4 -> Mid|5,0.6367129999998724,Right,Mid
35,Mid,4344.746804,275,4344.743930500001,217.87099999892237,0.648617853271115,0.5460713165146964,0.3181976335389273,0.5469278693199158,0.3364070951938629,True,2,Mid|2,35.0,4344.780316,Right|1,Mid|2 -> Right|1,0.03351199999997334,Mid,Right
35,Right,4344.780316,276,4344.743930500001,217.87099999892237,0.648617853271115,0.231314480304718,0.1292549520730972,0.231314480304718,0.1292549520730972,True,1,Right|1,36.0,4344.981383,Mid|2,Right|1 -> Mid|2,0.20106699999996636,Right,Mid
47,Mid,4347.494727,357,4347.479413499999,217.8705000005721,1.056785288957692,0.5631214550563267,0.3249592057296208,0.5603947639465332,0.3446946740150451,True,2,Mid|2,47.0,4347.595261,Left|9,Mid|2 -> Left|9,0.10053400000015245,Mid,Left
47,Left,4347.595261,360,4347.479413499999,217.8705000005721,1.056785288957692,0.7300764918327332,0.7140485644340515,0.7300764918327332,0.7140485644340515,True,9,Left|9,48.0,4347.695795,Mid|2,Left|9 -> Mid|2,0.10053399999924295,Left,Mid
48,Mid,4347.695795,363,4347.7013185,217.8705000005721,0.5314923090512897,0.5869607031345367,0.32843974232673645,0.580272912979126,0.346272349357605,True,2,Mid|2,48.0,4347.729306,Left|2,Mid|2 -> Left|2,0.0335110000005443,Mid,Left
48,Left,4347.729306,364,4347.7013185,217.8705000005721,0.5314923090512897,0.5456417202949524,0.1449397206306457,0.5456417202949524,0.1449397206306457,True,2,Left|2,49.0,4347.930373,Mid|2,Left|2 -> Mid|2,0.20106699999996636,Left,Mid
