fixationid,aoi_id,world_timestamp,next_fixation_id,next_aoi,next_world_timestamp,transition_duration,transition
0,Left|6,2725.86102,1.0,Mid|4,2725.961553,0.10053300000026866,Left|6 -> Mid|4
1,Mid|4,2725.961553,1.0,Left|3,2726.129109,0.1675559999998768,Mid|4 -> Left|3
1,Left|3,2726.129109,1.0,Right|2,2726.129109,0.0,Left|3 -> Right|2
1,Right|2,2726.129109,2.0,Mid|2,2727.536575,1.4074660000001131,Right|2 -> Mid|2
2,Mid|2,2727.536575,2.0,Dashboard|8,2727.603597,0.06702199999972436,Mid|2 -> Dashboard|8
2,Dashboard|8,2727.603597,3.0,Mid|2,2727.771152,0.16755499999999302,Dashboard|8 -> Mid|2
3,Mid|2,2727.771152,4.0,Mid|2,2727.871686,0.10053400000015245,Mid|2 -> Mid|2
4,Mid|2,2727.871686,6.0,Left|8,2728.273819,0.4021330000000489,Mid|2 -> Left|8
6,Left|8,2728.273819,8.0,Left|6,2729.011063,0.7372439999999187,Left|8 -> Left|6
8,Left|6,2729.011063,10.0,Right|4,2729.580752,0.5696889999999257,Left|6 -> Right|4
10,Right|4,2729.580752,15.0,Mid|2,2730.619596,1.0388440000001538,Right|4 -> Mid|2
15,Mid|2,2730.619596,16.0,Mid|2,2730.887684,0.2680879999998069,Mid|2 -> Mid|2
16,Mid|2,2730.887684,16.0,Dashboard|8,2730.988218,0.10053400000015245,Mid|2 -> Dashboard|8
16,Dashboard|8,2730.988218,17.0,Mid|2,2731.088751,0.10053299999981391,Dashboard|8 -> Mid|2
17,Mid|2,2731.088751,18.0,Mid|5,2731.222795,0.1340440000003582,Mid|2 -> Mid|5
18,Mid|5,2731.222795,19.0,Mid|2,2731.289818,0.0670230000000629,Mid|5 -> Mid|2
19,Mid|2,2731.289818,20.0,Mid|2,2731.457373,0.16755499999999302,Mid|2 -> Mid|2
20,Mid|2,2731.457373,21.0,Mid|5,2731.65844,0.20106699999996636,Mid|2 -> Mid|5
21,Mid|5,2731.65844,22.0,Mid|5,2731.893017,0.23457699999971737,Mid|5 -> Mid|5
22,Mid|5,2731.893017,23.0,Mid|2,2731.960039,0.0670220000001791,Mid|5 -> Mid|2
23,Mid|2,2731.960039,24.0,Mid|2,2732.127595,0.1675559999998768,Mid|2 -> Mid|2
24,Mid|2,2732.127595,25.0,Mid|2,2732.328662,0.20106699999996636,Mid|2 -> Mid|2
25,Mid|2,2732.328662,26.0,Mid|2,2732.529728,0.20106600000008257,Mid|2 -> Mid|2
26,Mid|2,2732.529728,27.0,Mid|2,2732.764306,0.2345780000000559,Mid|2 -> Mid|2
27,Mid|2,2732.764306,28.0,Mid|2,2732.965372,0.20106600000008257,Mid|2 -> Mid|2
28,Mid|2,2732.965372,29.0,Mid|2,2733.19995,0.2345780000000559,Mid|2 -> Mid|2
29,Mid|2,2733.19995,30.0,Mid|2,2733.434528,0.23457799999960116,Mid|2 -> Mid|2
30,Mid|2,2733.434528,31.0,Mid|2,2733.635594,0.20106600000008257,Mid|2 -> Mid|2
31,Mid|2,2733.635594,32.0,Mid|2,2733.870172,0.2345780000000559,Mid|2 -> Mid|2
32,Mid|2,2733.870172,33.0,Mid|2,2734.10475,0.2345780000000559,Mid|2 -> Mid|2
33,Mid|2,2734.10475,34.0,Mid|2,2734.305816,0.20106600000008257,Mid|2 -> Mid|2
34,Mid|2,2734.305816,35.0,Mid|2,2734.540394,0.2345780000000559,Mid|2 -> Mid|2
