from_surface,to_surface,world_timestamp,next_world_timestamp,transition_duration
Mid,Left,8299.551514,8299.618536,0.06702199999926961
Left,Dashboard,8299.618536,8299.618536,0.0
Dashboard,Left,8299.618536,8299.819602,0.20106599999962782
Left,Dashboard,8299.819602,8299.819602,0.0
Dashboard,Left,8299.819602,8301.126533,1.3069310000009864
Left,Left,8301.126533,8301.126533,0.0
Left,Left,8301.126533,8301.461644,0.33511100000032457
Left,Mid,8301.461644,8302.332931,0.8712869999999384
Mid,Mid,8302.332931,8302.466975,0.13404399999853922
Mid,Mid,8302.466975,8303.170707,0.7037319999999454
Mid,Mid,8303.170707,8303.237729,0.0670220000010886
Mid,Mid,8303.237729,8303.472307,0.23457799999960116
Mid,Mid,8303.472307,8303.706884,0.23457699999926263
Mid,Mid,8303.706884,8303.874439,0.16755499999999302
Mid,Mid,8303.874439,8303.974972,0.1005330000007234
Mid,Mid,8303.974972,8304.176039,0.20106699999996636
Mid,Mid,8304.176039,8304.410616,0.23457699999926263
Mid,Mid,8304.410616,8304.812749,0.40213300000141317
Mid,Mid,8304.812749,8305.047326,0.23457699999926263
Mid,Mid,8305.047326,8305.281903,0.23457699999926263
Mid,Mid,8305.281903,8305.482969,0.2010660000014468
Mid,Mid,8305.482969,8305.717547,0.23457799999960116
Mid,Mid,8305.717547,8305.952124,0.23457699999926263
Mid,Mid,8305.952124,8306.320746,0.36862199999995937
Mid,Mid,8306.320746,8306.521812,0.2010660000014468
Mid,Mid,8306.521812,8306.756389,0.23457699999926263
Mid,Mid,8306.756389,8306.990967,0.23457799999960116
Mid,Mid,8306.990967,8307.259055,0.2680880000007164
Mid,Mid,8307.259055,8307.527143,0.26808799999889743
Mid,Mid,8307.527143,8307.627677,0.10053400000106194
Mid,Mid,8307.627677,8307.828743,0.20106599999962782
Mid,Mid,8307.828743,8308.029809,0.20106599999962782
Mid,Mid,8308.029809,8308.264386,0.23457700000108161
Mid,Left,8308.264386,8308.398431,0.13404499999887776
Left,Mid,8308.398431,8308.498964,0.1005330000007234
Mid,Mid,8308.498964,8308.633008,0.1340440000003582
Mid,Mid,8308.633008,8308.934607,0.30159899999853224
Mid,Mid,8308.934607,8309.102163,0.16755600000033155
Mid,Mid,8309.102163,8309.303229,0.20106599999962782
Mid,Mid,8309.303229,8309.537806,0.23457700000108161
Mid,Mid,8309.537806,8309.738873,0.20106699999996636
Mid,Left,8309.738873,8309.772384,0.033510999999634805
Left,Mid,8309.772384,8309.906428,0.1340440000003582
Mid,Mid,8309.906428,8310.107494,0.20106599999962782
Mid,Mid,8310.107494,8310.30856,0.20106599999962782
Mid,Mid,8310.30856,8310.509627,0.20106699999996636
Mid,Mid,8310.509627,8310.744204,0.23457700000108161
Mid,Mid,8310.744204,8310.911759,0.16755499999999302
Mid,Left,8310.911759,8310.978781,0.06702199999926961
Left,Mid,8310.978781,8311.146337,0.16755600000033155
Mid,Mid,8311.146337,8311.380914,0.23457699999926263
Mid,Mid,8311.380914,8311.615491,0.23457700000108161
Mid,Mid,8311.615491,8311.850069,0.23457799999960116
Mid,Mid,8311.850069,8312.017624,0.16755499999999302
Mid,Mid,8312.017624,8312.252201,0.23457699999926263
Mid,Mid,8312.252201,8312.453267,0.2010660000014468
Mid,Mid,8312.453267,8312.687845,0.23457799999960116
Mid,Mid,8312.687845,8312.922422,0.23457699999926263
Mid,Mid,8312.922422,8313.056466,0.1340440000003582
Mid,Mid,8313.056466,8313.257533,0.20106699999996636
Mid,Mid,8313.257533,8313.49211,0.23457699999926263
Mid,Mid,8313.49211,8313.693176,0.2010660000014468
Mid,Left,8313.693176,8313.726687,0.033510999999634805
Left,Mid,8313.726687,8313.82722,0.10053299999890442
Mid,Mid,8313.82722,8314.028287,0.20106699999996636
Mid,Mid,8314.028287,8314.262864,0.23457700000108161
Mid,Mid,8314.262864,8314.497441,0.23457699999926263
Mid,Mid,8314.497441,8314.698508,0.20106699999996636
Mid,Mid,8314.698508,8314.933085,0.23457700000108161
Mid,Left,8314.933085,8315.134151,0.20106599999962782
Left,Mid,8315.134151,8315.167662,0.033510999999634805
Mid,Mid,8315.167662,8315.335218,0.16755600000033155
Mid,Mid,8315.335218,8315.569795,0.23457699999926263
Mid,Mid,8315.569795,8315.770861,0.2010660000014468
Mid,Mid,8315.770861,8316.072461,0.30159999999887077
Mid,Mid,8316.072461,8316.273527,0.20106599999962782
Mid,Mid,8316.273527,8316.541615,0.2680880000007164
Mid,Mid,8316.541615,8316.776193,0.23457799999960116
Mid,Left,8316.776193,8316.910237,0.1340440000003582
Left,Mid,8316.910237,8317.01077,0.1005330000007234
Mid,Mid,8317.01077,8317.211836,0.20106599999962782
Mid,Mid,8317.211836,8317.312369,0.10053299999890442
Mid,Mid,8317.312369,8317.513436,0.20106699999996636
Mid,Mid,8317.513436,8317.748013,0.23457700000108161
Mid,Mid,8317.748013,8317.98259,0.23457699999926263
Mid,Mid,8317.98259,8318.217168,0.23457799999960116
Mid,Left,8318.217168,8318.250679,0.033511000001453795
Left,Mid,8318.250679,8318.552278,0.30159899999853224
Mid,Mid,8318.552278,8318.786855,0.23457700000108161
Mid,Mid,8318.786855,8319.021433,0.23457799999960116
Mid,Mid,8319.021433,8319.222499,0.20106599999962782
Mid,Left,8319.222499,8319.423565,0.20106599999962782
Left,Mid,8319.423565,8319.457076,0.033511000001453795
Mid,Mid,8319.457076,8319.658143,0.20106699999996636
Mid,Mid,8319.658143,8319.89272,0.23457699999926263
Mid,Mid,8319.89272,8320.361875,0.4691550000006828
Mid,Mid,8320.361875,8320.562941,0.20106599999962782
Mid,Left,8320.562941,8320.596452,0.033510999999634805
Left,Mid,8320.596452,8320.797518,0.20106599999962782
Mid,Mid,8320.797518,8320.998585,0.20106699999996636
Mid,Mid,8320.998585,8321.233162,0.23457700000108161
Mid,Mid,8321.233162,8321.434228,0.20106599999962782
Mid,Mid,8321.434228,8321.668806,0.23457799999960116
Mid,Mid,8321.668806,8321.903383,0.23457700000108161
Mid,Mid,8321.903383,8322.104449,0.20106599999962782
Mid,Mid,8322.104449,8322.339027,0.23457799999960116
Mid,Mid,8322.339027,8322.573604,0.23457699999926263
Mid,Mid,8322.573604,8322.77467,0.2010660000014468
Mid,Mid,8322.77467,8323.009248,0.23457799999960116
Mid,Mid,8323.009248,8323.243825,0.23457699999926263
Mid,Mid,8323.243825,8323.444891,0.20106599999962782
Mid,Mid,8323.444891,8323.679468,0.23457700000108161
Mid,Mid,8323.679468,8323.880535,0.20106699999996636
Mid,Mid,8323.880535,8324.115112,0.23457699999926263
Mid,Left,8324.115112,8324.148623,0.033510999999634805
Left,Mid,8324.148623,8324.316178,0.16755499999999302
Mid,Mid,8324.316178,8324.550756,0.23457800000142015
Mid,Mid,8324.550756,8324.785333,0.23457699999926263
Mid,Mid,8324.785333,8324.986399,0.20106599999962782
Mid,Mid,8324.986399,8325.220977,0.23457800000142015
Mid,Mid,8325.220977,8325.455554,0.23457699999926263
Mid,Mid,8325.455554,8325.65662,0.20106599999962782
Mid,Mid,8325.65662,8325.891198,0.23457799999960116
Mid,Mid,8325.891198,8326.159286,0.2680880000007164
Mid,Mid,8326.159286,8326.360352,0.20106599999962782
Mid,Mid,8326.360352,8326.59493,0.23457799999960116
Mid,Mid,8326.59493,8326.829507,0.23457700000108161
Mid,Mid,8326.829507,8327.064084,0.23457699999926263
Mid,Mid,8327.064084,8327.164617,0.1005330000007234
Mid,Right,8327.164617,8327.265151,0.10053399999924295
Right,Mid,8327.265151,8327.365684,0.1005330000007234
Mid,Mid,8327.365684,8327.466217,0.10053299999890442
Mid,Mid,8327.466217,8327.700794,0.23457700000108161
Mid,Mid,8327.700794,8327.901861,0.20106699999996636
Mid,Mid,8327.901861,8328.136438,0.23457699999926263
Mid,Mid,8328.136438,8328.371015,0.23457700000108161
Mid,Mid,8328.371015,8328.572081,0.20106599999962782
Mid,Mid,8328.572081,8328.806659,0.23457799999960116
Mid,Mid,8328.806659,8329.007725,0.20106599999962782
Mid,Mid,8329.007725,8329.242302,0.23457700000108161
Mid,Dashboard,8329.242302,8329.409858,0.16755600000033155
Dashboard,Left,8329.409858,8329.510391,0.10053299999890442
Left,Mid,8329.510391,8329.711457,0.20106599999962782
Mid,Mid,8329.711457,8329.946034,0.23457700000108161
Mid,Mid,8329.946034,8330.147101,0.20106699999996636
Mid,Mid,8330.147101,8330.381678,0.23457699999926263
Mid,Mid,8330.381678,8330.616255,0.23457700000108161
Mid,Mid,8330.616255,8330.817322,0.20106699999996636
Mid,Mid,8330.817322,8331.051899,0.23457699999926263
Mid,Mid,8331.051899,8331.252965,0.20106599999962782
Mid,Mid,8331.252965,8331.487543,0.23457799999960116
Mid,Mid,8331.487543,8331.72212,0.23457700000108161
Mid,Mid,8331.72212,8331.923186,0.20106599999962782
Mid,Mid,8331.923186,8332.157764,0.23457799999960116
Mid,Mid,8332.157764,8332.392341,0.23457700000108161
Mid,Mid,8332.392341,8332.593407,0.20106599999962782
Mid,Mid,8332.593407,8332.827985,0.23457799999960116
Mid,Mid,8332.827985,8332.99554,0.16755499999999302
Mid,Mid,8332.99554,8333.230117,0.23457699999926263
Mid,Mid,8333.230117,8333.431183,0.2010660000014468
Mid,Mid,8333.431183,8333.63225,0.20106699999996636
Mid,Mid,8333.63225,8333.866827,0.23457699999926263
Mid,Mid,8333.866827,8334.067893,0.20106599999962782
Mid,Mid,8334.067893,8334.201938,0.13404500000069675
Mid,Left,8334.201938,8334.436515,0.23457699999926263
Left,Mid,8334.436515,8334.436515,0.0
Mid,Left,8334.436515,8334.436515,0.0
Left,Dashboard,8334.436515,8334.704603,0.2680880000007164
Dashboard,Dashboard,8334.704603,8334.90567,0.20106699999996636
Dashboard,Mid,8334.90567,8335.173758,0.2680880000007164
Mid,Mid,8335.173758,8335.307802,0.13404399999853922
Mid,Mid,8335.307802,8335.508868,0.2010660000014468
Mid,Mid,8335.508868,8335.709935,0.20106699999996636
Mid,Mid,8335.709935,8335.87749,0.16755499999999302
Mid,Mid,8335.87749,8336.112067,0.23457699999926263
Mid,Mid,8336.112067,8336.5142,0.4021329999995942
Mid,Mid,8336.5142,8336.748777,0.23457700000108161
Mid,Mid,8336.748777,8336.983354,0.23457699999926263
Mid,Mid,8336.983354,8337.184421,0.20106699999996636
Mid,Mid,8337.184421,8337.418998,0.23457699999926263
