AOI,Total_Duration_ms
1,3207.490999775473
6,1815.564499993343
8,1658.2130000460893
7,1577.5209999992512
2,1157.925500010606
3,1085.3014998720028
4,1069.165500055533
5,923.9200000301935
9,580.9799999697134
