aoi,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1,36,25,0,9,61,1,0,1,1
2,22,53,0,9,111,3,0,0,0
3,0,0,0,0,0,0,0,0,0
4,11,4,0,14,41,0,0,0,0
5,63,109,0,37,1662,16,3,1,0
6,1,7,0,1,11,8,0,0,0
7,0,0,0,0,3,0,0,0,0
8,0,0,0,0,2,0,0,0,0
9,1,0,0,0,0,0,0,0,0
