from_surface,to_surface,world_timestamp,next_world_timestamp,transition_duration
Mid,Mid,6860.038313,6860.205869,0.16755600000033155
Mid,Mid,6860.205869,6860.406935,0.20106599999962782
Mid,Mid,6860.406935,6860.641512,0.23457700000017212
Mid,Mid,6860.641512,6860.842579,0.20106699999996636
Mid,Mid,6860.842579,6861.077156,0.23457700000017212
Mid,Right,6861.077156,6861.244711,0.16755499999999302
Right,Mid,6861.244711,6861.311734,0.06702299999960815
Mid,Mid,6861.311734,6861.5128,0.20106600000053731
Mid,Mid,6861.5128,6861.747377,0.23457699999926263
Mid,Mid,6861.747377,6861.981955,0.23457800000051066
Mid,Mid,6861.981955,6862.216532,0.23457700000017212
Mid,Mid,6862.216532,6862.417599,0.20106699999996636
Mid,Mid,6862.417599,6862.618665,0.20106599999962782
Mid,Mid,6862.618665,6862.853243,0.23457799999960116
Mid,Mid,6862.853243,6863.08782,0.23457700000017212
Mid,Mid,6863.08782,6863.288886,0.20106600000053731
Mid,Mid,6863.288886,6863.523464,0.23457799999960116
Mid,Right,6863.523464,6863.758041,0.23457700000017212
Right,Mid,6863.758041,6863.758041,0.0
Mid,Mid,6863.758041,6863.959108,0.20106699999996636
Mid,Mid,6863.959108,6864.193685,0.23457700000017212
Mid,Mid,6864.193685,6864.394751,0.20106599999962782
Mid,Mid,6864.394751,6864.66284,0.26808900000014546
Mid,Right,6864.66284,6864.796884,0.1340440000003582
Right,Mid,6864.796884,6864.897417,0.10053299999981391
Mid,Mid,6864.897417,6865.064973,0.16755599999942206
Mid,Mid,6865.064973,6865.29955,0.23457700000017212
Mid,Mid,6865.29955,6865.534128,0.23457800000051066
Mid,Mid,6865.534128,6865.735194,0.20106599999962782
Mid,Mid,6865.735194,6865.902749,0.16755499999999302
Mid,Right,6865.902749,6866.137327,0.23457800000051066
Right,Right,6866.137327,6866.137327,0.0
Right,Mid,6866.137327,6866.271371,0.13404399999944872
Mid,Mid,6866.271371,6866.371904,0.10053299999981391
Mid,Mid,6866.371904,6866.572971,0.20106699999996636
Mid,Right,6866.572971,6866.707015,0.1340440000003582
Right,Mid,6866.707015,6866.841059,0.1340440000003582
Mid,Mid,6866.841059,6867.042125,0.20106599999962782
Mid,Mid,6867.042125,6867.243192,0.20106699999996636
Mid,Mid,6867.243192,6867.477769,0.23457700000017212
Mid,Right,6867.477769,6867.578302,0.10053299999981391
Right,Mid,6867.578302,6867.678836,0.10053400000015245
Mid,Mid,6867.678836,6867.913413,0.23457700000017212
Mid,Mid,6867.913413,6868.147991,0.23457799999960116
Mid,Mid,6868.147991,6868.349057,0.20106600000053731
Mid,Mid,6868.349057,6868.684168,0.33511099999941507
Mid,Mid,6868.684168,6868.851723,0.16755499999999302
Mid,Mid,6868.851723,6869.019278,0.16755499999999302
Mid,Mid,6869.019278,6869.253856,0.23457800000051066
Mid,Mid,6869.253856,6869.454922,0.20106599999962782
Mid,Mid,6869.454922,6869.689499,0.23457700000017212
Mid,Mid,6869.689499,6869.790033,0.10053400000015245
Mid,Mid,6869.790033,6869.991099,0.20106599999962782
Mid,Mid,6869.991099,6870.225677,0.23457800000051066
Mid,Right,6870.225677,6870.32621,0.10053299999981391
Right,Mid,6870.32621,6870.493765,0.16755499999999302
Mid,Mid,6870.493765,6870.66132,0.16755499999999302
Mid,Mid,6870.66132,6870.895898,0.23457799999960116
Mid,Mid,6870.895898,6871.096964,0.20106600000053731
Mid,Mid,6871.096964,6871.264519,0.16755499999999302
Mid,Mid,6871.264519,6871.499097,0.23457799999960116
Mid,Mid,6871.499097,6871.733674,0.23457700000017212
Mid,Mid,6871.733674,6871.90123,0.16755600000033155
Mid,Mid,6871.90123,6872.135807,0.23457699999926263
Mid,Mid,6872.135807,6872.370385,0.23457800000051066
Mid,Mid,6872.370385,6872.571451,0.20106599999962782
Mid,Mid,6872.571451,6872.839539,0.2680879999998069
Mid,Mid,6872.839539,6873.107628,0.26808900000014546
Mid,Mid,6873.107628,6873.275183,0.16755499999999302
Mid,Mid,6873.275183,6873.375716,0.10053299999981391
Mid,Mid,6873.375716,6873.677316,0.30160000000068976
Mid,Left,6873.677316,6873.81136,0.13404399999944872
Left,Dashboard,6873.81136,6873.81136,0.0
Dashboard,Dashboard,6873.81136,6873.945405,0.13404500000069675
Dashboard,Left,6873.945405,6874.079449,0.13404399999944872
Left,Mid,6874.079449,6874.179982,0.10053299999981391
Mid,Mid,6874.179982,6874.414559,0.23457700000017212
Mid,Mid,6874.414559,6874.652247,0.237688000000162
Mid,Dashboard,6874.652247,6874.752781,0.10053400000015245
Dashboard,Left,6874.752781,6874.819803,0.0670220000001791
Left,Mid,6874.819803,6875.020869,0.20106599999962782
Mid,Mid,6875.020869,6875.221936,0.20106699999996636
Mid,Mid,6875.221936,6875.456514,0.23457800000051066
Mid,Right,6875.456514,6875.590558,0.13404399999944872
Right,Mid,6875.590558,6875.691091,0.10053299999981391
Mid,Mid,6875.691091,6875.892158,0.20106699999996636
Mid,Right,6875.892158,6876.026202,0.1340440000003582
Right,Mid,6876.026202,6876.093224,0.0670220000001791
Mid,Dashboard,6876.093224,6876.327802,0.23457799999960116
Dashboard,Left,6876.327802,6876.327802,0.0
Left,Mid,6876.327802,6876.56238,0.23457800000051066
Mid,Mid,6876.56238,6876.796957,0.23457699999926263
Mid,Mid,6876.796957,6877.065046,0.26808900000014546
Mid,Mid,6877.065046,6877.232602,0.16755600000033155
Mid,Right,6877.232602,6877.467179,0.23457700000017212
Right,Mid,6877.467179,6877.467179,0.0
Mid,Right,6877.467179,6877.467179,0.0
Right,Right,6877.467179,6877.668246,0.20106699999996636
Right,Mid,6877.668246,6877.668246,0.0
Mid,Mid,6877.668246,6877.902824,0.23457799999960116
Mid,Mid,6877.902824,6878.036868,0.1340440000003582
Mid,Mid,6878.036868,6878.204423,0.16755499999999302
Mid,Mid,6878.204423,6878.472512,0.26808900000014546
Mid,Mid,6878.472512,6878.70709,0.23457799999960116
Mid,Mid,6878.70709,6878.908156,0.20106600000053731
Mid,Mid,6878.908156,6879.176245,0.26808899999923597
Mid,Mid,6879.176245,6879.444334,0.26808900000014546
Mid,Right,6879.444334,6879.544867,0.10053299999981391
Right,Mid,6879.544867,6879.578378,0.0335110000005443
Mid,Right,6879.578378,6879.947,0.36862199999995937
Right,Mid,6879.947,6879.947,0.0
Mid,Mid,6879.947,6880.047534,0.10053400000015245
Mid,Mid,6880.047534,6880.282111,0.23457700000017212
Mid,Right,6880.282111,6880.382645,0.10053399999924295
Right,Mid,6880.382645,6880.5502,0.16755499999999302
Mid,Mid,6880.5502,6880.583711,0.0335110000005443
Mid,Right,6880.583711,6880.784778,0.20106699999996636
Right,Mid,6880.784778,6880.818289,0.033510999999634805
Mid,Mid,6880.818289,6880.985844,0.16755499999999302
Mid,Dashboard,6880.985844,6881.1534,0.16755600000033155
Dashboard,Dashboard,6881.1534,6881.320955,0.16755499999999302
Dashboard,Mid,6881.320955,6881.522022,0.20106699999996636
Mid,Right,6881.522022,6881.589044,0.0670220000001791
Right,Mid,6881.589044,6881.790111,0.20106699999996636
Mid,Mid,6881.790111,6881.991177,0.20106599999962782
Mid,Mid,6881.991177,6882.225755,0.23457800000051066
Mid,Mid,6882.225755,6882.560866,0.33511099999941507
Mid,Mid,6882.560866,6882.627888,0.0670220000001791
Mid,Right,6882.627888,6882.795443,0.16755499999999302
Right,Mid,6882.795443,6882.828955,0.03351199999997334
