AOI,Total_Duration_ms
2,6249.549500149442
9,3105.3904999862425
3,2715.266499988502
1,1936.593499936862
6,1884.1454999928828
8,1479.0159999392927
5,1057.057000027271
7,802.880000002915
4,734.2915000335779
