AOI,Total_Duration_ms
5,466999.71300008474
6,55277.27250024327
8,22066.49299999117
2,11700.260499870637
9,10535.502999875462
3,7577.534499927424
4,1428.2379999931436
1,1238.614000089001
7,810.9474999655504
