fixationid,surface,world_timestamp,world_index,start_timestamp,duration,dispersion,norm_pos_x,norm_pos_y,x_scaled,y_scaled,on_surf,aoi,aoi_id,session_id,next_fixation_id,next_world_timestamp,next_aoi,transition,transition_duration,from_surface,to_surface
2456,Left,5040.321628,14760,5040.087857,217.86799999972573,1.009501977987689,0.9583903551101683,0.3155228495597839,0.9583903551101683,0.3155228495597839,True,3,Left|3,NA3_delay2:000,2457.0,5040.321628,Mid|5,Left|3 -> Mid|5,0.0,Left,Mid
2462,Mid,5041.393981,14792,5041.3869975,217.86799999972573,1.142817067892116,0.46164513911519733,0.4443752808230263,0.461880475282669,0.4486119151115417,True,5,Mid|5,NA3_delay2:000,2462.0,5041.494514,Left|7,Mid|5 -> Left|7,0.10053299999981391,Mid,Left
2462,Left,5041.494514,14795,5041.3869975,217.86799999972573,1.142817067892116,0.3265648782253265,0.8872259855270386,0.3265648782253265,0.8872259855270386,True,7,Left|7,NA3_delay2:000,2463.0,5041.595047,Mid|5,Left|7 -> Mid|5,0.10053299999981391,Left,Mid
2481,Mid,5045.046681,14901,5045.0463775,217.868499999895,1.0109199010706382,0.4488901368209294,0.4152992878641401,0.4504671990871429,0.4144923090934753,True,5,Mid|5,NA3_delay2:000,2481.0,5045.247747,Left|3,Mid|5 -> Left|3,0.20106600000053731,Mid,Left
2481,Left,5045.247747,14907,5045.0463775,217.868499999895,1.0109199010706382,0.6707113981246948,0.2483779340982437,0.6707113981246948,0.2483779340982437,True,3,Left|3,NA3_delay2:000,2482.0,5045.281258,Mid|5,Left|3 -> Mid|5,0.033510999999634805,Left,Mid
2489,Mid,5046.487655,14944,5046.4988325,96.83050000057848,0.7897888775812943,0.19831001386046404,0.49430724233388895,0.1977859437465667,0.4924059212207794,True,4,Mid|4,NA3_delay2:000,2490.0,5046.65521,Dashboard|8,Mid|4 -> Dashboard|8,0.16755499999999302,Mid,Dashboard
2491,Dashboard,5046.789254,14953,5046.785289,189.6260000012262,1.391032321280892,0.3439047804900578,0.5871033753667559,0.3413830995559692,0.5915034413337708,True,5,Dashboard|5,NA3_delay2:000,2492.0,5047.057342,Mid|5,Dashboard|5 -> Mid|5,0.2680879999998069,Dashboard,Mid
2504,Mid,5049.570668,15036,5049.5610925,217.86799999972573,1.4691086589649094,0.3792777529784611,0.4744896505560194,0.3787066042423248,0.4743055999279022,True,5,Mid|5,NA3_delay2:000,2504.0,5049.604179,Left|8,Mid|5 -> Left|8,0.033510999999634805,Mid,Left
2504,Left,5049.604179,15037,5049.5610925,217.86799999972573,1.4691086589649094,0.6204896867275238,0.7508587539196014,0.871147871017456,0.6699201464653015,True,8,Left|8,NA3_delay2:000,2505.0,5049.771734,Mid|5,Left|8 -> Mid|5,0.16755499999999302,Left,Mid
2505,Mid,5049.771734,15042,5049.782995,201.7300000006799,1.4508655588107475,0.39165415934153963,0.4802756266934531,0.3914469182491302,0.4827119410037994,True,5,Mid|5,NA3_delay2:000,2505.0,5049.771734,Left|8,Mid|5 -> Left|8,0.0,Mid,Left
2505,Left,5049.771734,15042,5049.782995,201.7300000006799,1.4508655588107475,0.3727526068687439,0.834295392036438,0.3727526068687439,0.834295392036438,True,8,Left|8,NA3_delay2:000,2506.0,5049.9728,Mid|5,Left|8 -> Mid|5,0.20106599999962782,Left,Mid
2518,Mid,5052.653681,15128,5052.651594,217.8685000008045,1.2753592243507608,0.4855562959398542,0.5194037897246224,0.4860787689685821,0.5160281658172607,True,5,Mid|5,NA3_delay2:000,2518.0,5052.854747,Left|9,Mid|5 -> Left|9,0.20106600000053731,Mid,Left
2518,Left,5052.854747,15134,5052.651594,217.8685000008045,1.2753592243507608,0.9168007373809814,0.6920194029808044,0.9168007373809814,0.6920194029808044,True,9,Left|9,NA3_delay2:000,2519.0,5052.888258,Mid|5,Left|9 -> Mid|5,0.033510999999634805,Left,Mid
2527,Mid,5054.59732,15186,5054.5841665,121.03800000022602,1.0855031866589149,0.5326727479696274,0.5027973055839539,0.5319727063179016,0.504105806350708,True,5,Mid|5,NA3_delay2:000,2528.0,5054.764875,Dashboard|4,Mid|5 -> Dashboard|4,0.16755499999999302,Mid,Dashboard
2529,Dashboard,5054.93243,15196,5054.943246,149.27950000037526,1.0937394221011034,0.3955460439125697,0.4788923462231954,0.396045833826065,0.4718692600727081,True,5,Dashboard|5,NA3_delay2:000,2530.0,5055.167007,Mid|5,Dashboard|5 -> Mid|5,0.23457700000017212,Dashboard,Mid
2532,Mid,5055.569139,15215,5055.572643,213.83349999996423,1.0796076539651438,0.525168946811131,0.5220771261623928,0.5259121060371399,0.5234310626983643,True,5,Mid|5,NA3_delay2:000,2533.0,5055.870738,Left|6,Mid|5 -> Left|6,0.30159899999944173,Mid,Left
2533,Left,5055.870738,15224,5055.8590995,104.8995000001014,1.4162301448543748,0.9078403264284134,0.4614146277308464,0.9097510576248168,0.4376401901245117,True,6,Left|6,NA3_delay2:000,2534.0,5056.071804,Mid|5,Left|6 -> Mid|5,0.20106600000053731,Left,Mid
2546,Mid,5058.350553,15298,5058.352481,217.86799999972573,1.4813018379875085,0.5289893299341202,0.4765768088400364,0.5254577398300171,0.4765981137752533,True,5,Mid|5,NA3_delay2:000,2546.0,5058.451086,Left|9,Mid|5 -> Left|9,0.10053299999981391,Mid,Left
2546,Left,5058.451086,15301,5058.352481,217.86799999972573,1.4813018379875085,0.746168851852417,0.7548413872718811,0.746168851852417,0.7548413872718811,True,9,Left|9,NA3_delay2:000,2547.0,5058.58513,Mid|5,Left|9 -> Mid|5,0.1340440000003582,Left,Mid
2561,Mid,5061.299522,15386,5061.2856335,133.14200000058918,1.1098257222956536,0.4697423815727234,0.44319974184036254,0.4687826633453369,0.4437767267227173,True,5,Mid|5,NA3_delay2:000,2561.0,5061.433566,Left|2,Mid|5 -> Left|2,0.13404399999944872,Mid,Left
2562,Left,5061.433566,15390,5061.4268445,169.45300000043062,1.440608133722591,0.5688124895095825,0.1797153353691101,0.5688124895095825,0.1797153353691101,True,2,Left|2,NA3_delay2:000,2562.0,5061.433566,Mid|5,Left|2 -> Mid|5,0.0,Left,Mid
2575,Mid,5064.080936,15469,5064.077574999999,217.8685000008045,0.9660142493801378,0.5289547783987862,0.5413981420653207,0.5285886526107788,0.5387165546417236,True,5,Mid|5,NA3_delay2:000,2576.0,5064.315513,Left|8,Mid|5 -> Left|8,0.23457699999926263,Mid,Left
2576,Left,5064.315513,15476,5064.299478000001,217.86799999972573,1.0724544834160763,0.642788827419281,0.8126173615455627,0.642788827419281,0.8126173615455627,True,8,Left|8,NA3_delay2:000,2576.0,5064.315513,Mid|5,Left|8 -> Mid|5,0.0,Left,Mid
2586,Mid,5066.393196,15538,5066.4015035,217.86799999972573,0.921876861346634,0.5201751813292503,0.5205760225653648,0.5169084668159485,0.5144291520118713,True,5,Mid|5,NA3_delay2:000,2585.0,5066.393196,Left|8,Mid|5 -> Left|8,0.0,Mid,Left
2586,Left,5066.393196,15538,5066.4015035,217.86799999972573,0.921876861346634,0.4236626625061035,0.8383818864822388,0.4236626625061035,0.8383818864822388,True,8,Left|8,NA3_delay2:000,2587.0,5066.627773,Mid|5,Left|8 -> Mid|5,0.23457700000017212,Left,Mid
2600,Mid,5069.442698,15629,5069.4274515,133.14200000058918,0.8727511185593099,0.50603688955307,0.4257303476333618,0.5054499506950378,0.4338636398315429,True,5,Mid|5,NA3_delay2:000,2600.0,5069.50972,Left|9,Mid|5 -> Left|9,0.0670220000001791,Mid,Left
2600,Left,5069.50972,15631,5069.4274515,133.14200000058918,0.8727511185593099,0.9395267367362976,0.6703516840934753,0.9395267367362976,0.6703516840934753,True,9,Left|9,NA3_delay2:000,2601.0,5069.610253,Dashboard|4,Left|9 -> Dashboard|4,0.10053299999981391,Left,Dashboard
2604,Dashboard,5069.878341,15642,5069.887396,80.69199999954435,1.4114116647546184,0.2844467684626579,0.511809915304184,0.2849206924438476,0.5240345001220703,True,4,Dashboard|4,NA3_delay2:000,2605.0,5070.045896,Mid|5,Dashboard|4 -> Mid|5,0.16755499999999302,Dashboard,Mid
2624,Mid,5074.100729,15768,5074.099516,217.86799999972573,0.9585685489423482,0.5164042626108442,0.5242163453783307,0.516474723815918,0.5216368436813354,True,5,Mid|5,NA3_delay2:000,2624.0,5074.268284,Left|3,Mid|5 -> Left|3,0.16755499999999302,Mid,Left
2624,Left,5074.268284,15773,5074.099516,217.86799999972573,0.9585685489423482,0.9090715646743774,0.3286449611186981,0.9090715646743774,0.3286449611186981,True,3,Left|3,NA3_delay2:000,2625.0,5074.335306,Mid|5,Left|3 -> Mid|5,0.0670220000001791,Left,Mid
2637,Mid,5077.049698,15856,5077.044772,185.59199999981504,1.4410163941450969,0.5213967760403951,0.5155977159738541,0.5226040482521057,0.5402592420578003,True,5,Mid|5,NA3_delay2:000,2637.0,5077.11672,Left|9,Mid|5 -> Left|9,0.0670220000001791,Mid,Left
2637,Left,5077.11672,15858,5077.044772,185.59199999981504,1.4410163941450969,0.9018121361732484,0.7290899157524109,0.9018121361732484,0.7290899157524109,True,9,Left|9,NA3_delay2:000,2638.0,5077.45183,Mid|5,Left|9 -> Mid|5,0.33510999999998603,Left,Mid
2639,Mid,5077.686407,15875,5077.6741695,217.86799999972573,1.1349733306146434,0.5066148809024266,0.49893950138773235,0.5084527134895325,0.5059592127799988,True,5,Mid|5,NA3_delay2:000,2640.0,5077.954495,Dashboard|4,Mid|5 -> Dashboard|4,0.2680879999998069,Mid,Dashboard
2641,Dashboard,5078.12205,15888,5078.1139405,217.8684999989855,1.2216047945691393,0.3357400042670113,0.554202505520412,0.333321064710617,0.5492526888847351,True,5,Dashboard|5,NA3_delay2:000,2641.0,5078.289605,Left|4,Dashboard|5 -> Left|4,0.16755499999999302,Dashboard,Left
2641,Left,5078.289605,15893,5078.1139405,217.8684999989855,1.2216047945691393,0.2059455066919326,0.5468951463699341,0.2059455066919326,0.5468951463699341,True,4,Left|4,NA3_delay2:000,2642.0,5078.323116,Dashboard|4,Left|4 -> Dashboard|4,0.033510999999634805,Left,Dashboard
2642,Dashboard,5078.323116,15894,5078.3358435,112.96850000053382,1.2987124693377787,0.2527120292186737,0.529812240600586,0.2513027489185333,0.5287380814552307,True,4,Dashboard|4,NA3_delay2:000,2643.0,5078.490671,Mid|5,Dashboard|4 -> Mid|5,0.16755499999999302,Dashboard,Mid
2658,Mid,5081.540173,15990,5081.551418,217.8680000006352,0.7050765772574616,0.438828457146883,0.48204004019498825,0.4439154863357544,0.4889731705188751,True,5,Mid|5,NA3_delay2:000,2658.0,5081.573684,Left|9,Mid|5 -> Left|9,0.033510999999634805,Mid,Left
2658,Left,5081.573684,15991,5081.551418,217.8680000006352,0.7050765772574616,0.704849362373352,0.7514129281044006,0.704849362373352,0.7514129281044006,True,9,Left|9,NA3_delay2:000,2659.0,5081.77475,Mid|5,Left|9 -> Mid|5,0.20106599999962782,Left,Mid
2663,Mid,5082.646037,16023,5082.6488285,117.00350000046456,0.8967329939442936,0.377719908952713,0.5347531199455261,0.3608893156051636,0.5463930368423462,True,5,Mid|5,NA3_delay2:000,2663.0,5082.74657,Left|8,Mid|5 -> Left|8,0.10053299999981391,Mid,Left
2663,Left,5082.74657,16026,5082.6488285,117.00350000046456,0.8967329939442936,0.6004146933555603,0.788105845451355,0.6004146933555603,0.788105845451355,True,8,Left|8,NA3_delay2:000,2664.0,5082.780081,Mid|5,Left|8 -> Mid|5,0.033510999999634805,Left,Mid
2665,Mid,5083.014658,16034,5082.999839,92.79550000064772,0.9034458259116092,0.46459493041038513,0.5153631766637167,0.461850494146347,0.5101829767227173,True,5,Mid|5,NA3_delay2:000,2666.0,5083.148702,Dashboard|5,Mid|5 -> Dashboard|5,0.1340440000003582,Mid,Dashboard
2666,Dashboard,5083.148702,16038,5083.137015,157.34949999932724,1.3033292788390003,0.3480769336223602,0.5973671078681946,0.3483341932296753,0.603272020816803,True,5,Dashboard|5,NA3_delay2:000,2666.0,5083.182213,Left|6,Dashboard|5 -> Left|6,0.033510999999634805,Dashboard,Left
2666,Left,5083.182213,16039,5083.137015,157.34949999932724,1.3033292788390003,0.7204652428627014,0.426264077425003,0.7204652428627014,0.426264077425003,True,6,Left|6,NA3_delay2:000,2667.0,5083.282746,Dashboard|4,Left|6 -> Dashboard|4,0.10053299999981391,Left,Dashboard
2667,Dashboard,5083.282746,16042,5083.298399,217.86799999972573,1.4645807294234845,0.24984006956219668,0.5079554840922356,0.2445989847183227,0.5168589353561401,True,4,Dashboard|4,NA3_delay2:000,2667.0,5083.450301,Left|7,Dashboard|4 -> Left|7,0.16755499999999302,Dashboard,Left
2667,Left,5083.450301,16047,5083.298399,217.86799999972573,1.4645807294234845,0.0783209726214408,0.7402693033218384,0.0783209726214408,0.7402693033218384,True,7,Left|7,NA3_delay2:000,2668.0,5083.517323,Dashboard|4,Left|7 -> Dashboard|4,0.0670220000001791,Left,Dashboard
2668,Dashboard,5083.517323,16049,5083.520301500001,112.9689999997936,1.002527419641576,0.24050010740756986,0.5968800783157349,0.2399104088544845,0.5912940502166748,True,4,Dashboard|4,NA3_delay2:000,2669.0,5083.684878,Mid|5,Dashboard|4 -> Mid|5,0.16755499999999302,Dashboard,Mid
2690,Mid,5087.974288,16182,5087.982567,201.7299999997704,0.933094367185996,0.27633569921766005,0.5027674308844975,0.2746883630752563,0.4989701509475708,True,4,Mid|4,NA3_delay2:000,2692.0,5088.342909,Left|6,Mid|4 -> Left|6,0.36862099999962084,Mid,Left
2692,Left,5088.342909,16193,5088.3255075,108.93450000003212,1.4330810883608065,0.9992761611938477,0.4004505723714828,0.999653458595276,0.3926613628864288,True,6,Left|6,NA3_delay2:000,2693.0,5088.476953,Mid|4,Left|6 -> Mid|4,0.1340440000003582,Left,Mid
2698,Mid,5089.314728,16222,5089.326088,193.66100000024744,1.3135516683465387,0.44612234830856323,0.42950440304619925,0.4460895359516144,0.4260909855365753,True,5,Mid|5,NA3_delay2:000,2699.0,5089.549305,Dashboard|5,Mid|5 -> Dashboard|5,0.23457699999926263,Mid,Dashboard
2699,Dashboard,5089.549305,16229,5089.560095,100.86450000017066,1.4694369142487511,0.36888449639081955,0.6475934833288193,0.3729358911514282,0.644549548625946,True,5,Dashboard|5,NA3_delay2:000,2699.0,5089.616327,Left|5,Dashboard|5 -> Left|5,0.0670220000001791,Dashboard,Left
2699,Left,5089.616327,16231,5089.560095,100.86450000017066,1.4694369142487511,0.4544234275817871,0.6292767524719238,0.4544234275817871,0.6292767524719238,True,5,Left|5,NA3_delay2:000,2700.0,5089.649838,Dashboard|4,Left|5 -> Dashboard|4,0.0335110000005443,Left,Dashboard
2701,Dashboard,5089.783882,16236,5089.7819975,177.52250000012282,1.0171196979760462,0.3119604388872782,0.4617857336997986,0.3141781389713287,0.4593289494514465,True,4,Dashboard|4,NA3_delay2:000,2702.0,5090.018459,Left|8,Dashboard|4 -> Left|8,0.23457700000017212,Dashboard,Left
2702,Left,5090.018459,16243,5090.011969499999,169.45300000043062,1.4116757678520575,0.5645376443862915,0.7690671682357788,0.5645376443862915,0.7690671682357788,True,8,Left|8,NA3_delay2:000,2702.0,5090.018459,Mid|5,Left|8 -> Mid|5,0.0,Left,Mid
2703,Mid,5090.186014,16248,5090.185457,217.868499999895,1.3684010484977671,0.4108868454183851,0.51053934437888,0.412018746137619,0.516928493976593,True,5,Mid|5,NA3_delay2:000,2703.0,5090.38708,Left|9,Mid|5 -> Left|9,0.20106600000053731,Mid,Left
2703,Left,5090.38708,16254,5090.185457,217.868499999895,1.3684010484977671,0.8444090485572815,0.6845753192901611,0.8444090485572815,0.6845753192901611,True,9,Left|9,NA3_delay2:000,2704.0,5090.420591,Mid|5,Left|9 -> Mid|5,0.033510999999634805,Left,Mid
2706,Mid,5090.856235,16268,5090.8511655,133.14199999967968,0.3964190373998978,0.4381066858768463,0.4630386769771576,0.4396390616893768,0.4596891105175018,True,5,Mid|5,NA3_delay2:000,2706.0,5090.956768,Left|2,Mid|5 -> Left|2,0.10053299999981391,Mid,Left
2706,Left,5090.956768,16271,5090.8511655,133.14199999967968,0.3964190373998978,0.586349368095398,0.2464703321456909,0.586349368095398,0.2464703321456909,True,2,Left|2,NA3_delay2:000,2707.0,5090.990279,Mid|4,Left|2 -> Mid|4,0.033510999999634805,Left,Mid
2712,Mid,5092.36423,16313,5092.3520365,217.86799999972573,1.320563059497646,0.42072958179882597,0.46804418308394297,0.4223066866397857,0.4702066779136657,True,5,Mid|5,NA3_delay2:000,2713.0,5092.632318,Dashboard|8,Mid|5 -> Dashboard|8,0.2680879999998069,Mid,Dashboard
2714,Dashboard,5092.799873,16326,5092.799876499999,217.8685000008045,1.297229651729808,0.3232807591557503,0.5698863565921783,0.3249947428703308,0.562595784664154,True,4,Dashboard|4,NA3_delay2:000,2714.0,5092.866895,Right|2,Dashboard|4 -> Right|2,0.0670220000001791,Dashboard,Right
2714,Right,5092.866895,16328,5092.799876499999,217.8685000008045,1.297229651729808,0.5122244358062744,0.2423427850008011,0.5122244358062744,0.2423427850008011,True,2,Right|2,NA3_delay2:000,2715.0,5093.03445,Dashboard|4,Right|2 -> Dashboard|4,0.16755499999999302,Right,Dashboard
2715,Dashboard,5093.03445,16333,5093.021779500001,96.8299999985902,0.2582294698668156,0.3234333470463753,0.5761472284793854,0.3246387839317322,0.575494647026062,True,4,Dashboard|4,NA3_delay2:000,2716.0,5093.168494,Mid|5,Dashboard|4 -> Mid|5,0.13404399999944872,Dashboard,Mid
2719,Mid,5093.637649,16351,5093.635038,181.55750000005355,0.8618679208337173,0.4050660928090413,0.42400707801183063,0.4044937193393707,0.4242542684078216,True,5,Mid|5,NA3_delay2:000,2719.0,5093.738182,Left|5,Mid|5 -> Left|5,0.10053299999981391,Mid,Left
2720,Left,5094.207336,16368,5094.0021865,217.868499999895,1.449176661044395,0.6531543135643005,0.1747427582740783,0.6531543135643005,0.1747427582740783,True,2,Left|2,NA3_delay2:000,2721.0,5094.508935,Mid|5,Left|2 -> Mid|5,0.30159899999944173,Left,Mid
2727,Mid,5095.782353,16415,5095.7854785,217.86900000006423,1.373555895332619,0.4504864178597927,0.4529977962374687,0.4538986086845398,0.4518716037273407,True,5,Mid|5,NA3_delay2:000,2727.0,5095.849375,Left|3,Mid|5 -> Left|3,0.0670220000001791,Mid,Left
2727,Left,5095.849375,16417,5095.7854785,217.86900000006423,1.373555895332619,0.8278131484985352,0.2569224834442138,0.8278131484985352,0.2569224834442138,True,3,Left|3,NA3_delay2:000,2728.0,5096.31853,Mid|5,Left|3 -> Mid|5,0.4691549999997733,Left,Mid
2728,Mid,5096.31853,16431,5096.3099765,217.868499999895,1.4298151254499796,0.431073669876371,0.40626059259687153,0.4317923486232757,0.4079988896846771,True,5,Mid|5,NA3_delay2:000,2729.0,5096.586618,Dashboard|4,Mid|5 -> Dashboard|4,0.2680880000007164,Mid,Dashboard
2731,Dashboard,5096.854706,16447,5096.850613,217.8680000006352,1.1262365667219283,0.35879960656166077,0.44647657445498873,0.3588223755359649,0.44728484749794,True,5,Dashboard|5,NA3_delay2:000,2731.0,5096.955239,Left|4,Dashboard|5 -> Left|4,0.10053299999981391,Dashboard,Left
2731,Left,5096.955239,16450,5096.850613,217.8680000006352,1.1262365667219283,0.1702419221401214,0.6667340993881226,0.1702419221401214,0.6667340993881226,True,4,Left|4,NA3_delay2:000,2732.0,5097.055772,Dashboard|5,Left|4 -> Dashboard|5,0.10053299999981391,Left,Dashboard
2732,Dashboard,5097.055772,16453,5097.0725155,92.79549999973824,0.9747317609922388,0.38499481976032257,0.4822136238217354,0.3823943734169006,0.4847874343395233,True,5,Dashboard|5,NA3_delay2:000,2733.0,5097.223327,Mid|5,Dashboard|5 -> Mid|5,0.16755499999999302,Dashboard,Mid
2736,Mid,5097.826525,16476,5097.8148815,165.41899999901943,1.499955783311737,0.4380809962749481,0.47708774109681445,0.4411100745201111,0.4735126197338104,True,5,Mid|5,NA3_delay2:000,2736.0,5097.860036,Left|3,Mid|5 -> Left|3,0.033510999999634805,Mid,Left
2736,Left,5097.860036,16477,5097.8148815,165.41899999901943,1.499955783311737,0.7507467269897461,0.2483346611261367,0.7507467269897461,0.2483346611261367,True,3,Left|3,NA3_delay2:000,2737.0,5098.228657,Mid|5,Left|3 -> Mid|5,0.36862099999962084,Left,Mid
2743,Mid,5099.870697,16537,5099.872526499999,149.28000000054453,1.4662737931475776,0.4213392237822215,0.48926976323127747,0.418046236038208,0.4838690459728241,True,5,Mid|5,NA3_delay2:000,2743.0,5099.870697,Left|9,Mid|5 -> Left|9,0.0,Mid,Left
2743,Left,5099.870697,16537,5099.872526499999,149.28000000054453,1.4662737931475776,0.6795946359634399,0.742364227771759,0.6795946359634399,0.742364227771759,True,9,Left|9,NA3_delay2:000,2744.0,5100.038252,Mid|4,Left|9 -> Mid|4,0.16755499999999302,Left,Mid
2750,Mid,5101.579759,16588,5101.5670575,217.868499999895,1.0455355025170003,0.41892695852688383,0.42974504828453064,0.4203170835971832,0.4318577647209167,True,5,Mid|5,NA3_delay2:000,2750.0,5101.61327,Left|2,Mid|5 -> Left|2,0.033510999999634805,Mid,Left
2750,Left,5101.61327,16589,5101.5670575,217.868499999895,1.0455355025170003,0.3663890659809112,0.1666053980588913,0.3663890659809112,0.1666053980588913,True,2,Left|2,NA3_delay2:000,2751.0,5101.780825,Mid|5,Left|2 -> Mid|5,0.16755499999999302,Left,Mid
2754,Mid,5102.350512,16611,5102.353804,217.868499999895,1.2190451357513732,0.11936450097709889,0.47632533311843867,0.1198934465646743,0.479500949382782,True,4,Mid|4,NA3_delay2:000,2754.0,5102.384023,Left|8,Mid|4 -> Left|8,0.033510999999634805,Mid,Left
2754,Left,5102.384023,16612,5102.353804,217.868499999895,1.2190451357513732,0.4806941151618957,0.7703453898429871,0.4806941151618957,0.7703453898429871,True,8,Left|8,NA3_delay2:000,2755.0,5102.585089,Mid|4,Left|8 -> Mid|4,0.20106600000053731,Left,Mid
2766,Mid,5104.629261,16679,5104.6373865000005,129.10699999883946,1.4206571423781822,0.4586839199066162,0.007132077263668141,0.4630990922451019,0.0020426383707672,True,2,Mid|2,NA3_delay2:000,2766.0,5104.629261,Dashboard|8,Mid|2 -> Dashboard|8,0.0,Mid,Dashboard
2768,Dashboard,5105.031393,16691,5105.020673,157.34950000023673,0.7939645815562447,0.29726279973983766,0.6186129093170166,0.2891641855239868,0.6138906478881836,True,4,Dashboard|4,NA3_delay2:000,2769.0,5105.232459,Mid|5,Dashboard|4 -> Mid|5,0.20106599999962782,Dashboard,Mid
2775,Mid,5106.472366,16734,5106.477163,217.868499999895,0.6052746043451891,0.40692388638854027,0.4345962777733803,0.4159160554409027,0.4362156093120575,True,5,Mid|5,NA3_delay2:000,2775.0,5106.572899,Left|8,Mid|5 -> Left|8,0.10053299999981391,Mid,Left
2775,Left,5106.572899,16737,5106.477163,217.868499999895,0.6052746043451891,0.5138201713562012,0.7821346521377563,0.5138201713562012,0.7821346521377563,True,8,Left|8,NA3_delay2:000,2776.0,5106.706943,Mid|5,Left|8 -> Mid|5,0.1340440000003582,Left,Mid
2776,Mid,5106.706943,16741,5106.699066,177.52199999995355,1.3394052177777205,0.3952877074480057,0.4203360627094905,0.3991255760192871,0.4204338788986206,True,5,Mid|5,NA3_delay2:000,2776.0,5106.807476,Left|8,Mid|5 -> Left|8,0.10053299999981391,Mid,Left
2776,Left,5106.807476,16744,5106.699066,177.52199999995355,1.3394052177777205,0.5274269580841064,0.7671281695365906,0.5274269580841064,0.7671281695365906,True,8,Left|8,NA3_delay2:000,2777.0,5106.874498,Mid|5,Left|8 -> Mid|5,0.0670220000001791,Left,Mid
2781,Mid,5107.645252,16769,5107.631058,133.14149999951042,1.4518815946393424,0.24326891899108882,0.4714481055736542,0.2718008160591125,0.5214507579803467,True,4,Mid|4,NA3_delay2:000,2781.0,5107.712274,Left|9,Mid|4 -> Left|9,0.0670220000001791,Mid,Left
2781,Left,5107.712274,16771,5107.631058,133.14149999951042,1.4518815946393424,0.8470750451087952,0.690498411655426,0.8470750451087952,0.690498411655426,True,9,Left|9,NA3_delay2:000,2782.0,5107.779296,Mid|4,Left|9 -> Mid|4,0.06702199999926961,Left,Mid
2790,Mid,5109.287291,16818,5109.2892775,80.69199999954435,1.3147319973659148,0.441951165596644,0.5067823727925619,0.4471279382705688,0.5065571069717407,True,5,Mid|5,NA3_delay2:000,2790.0,5109.354313,Left|3,Mid|5 -> Left|3,0.0670220000001791,Mid,Left
2790,Left,5109.354313,16820,5109.2892775,80.69199999954435,1.3147319973659148,0.9517785906791688,0.2783628702163696,0.9517785906791688,0.2783628702163696,True,3,Left|3,NA3_delay2:000,2791.0,5109.387824,Mid|5,Left|3 -> Mid|5,0.0335110000005443,Left,Mid
2800,Mid,5110.795287,16863,5110.7941825,92.79550000064772,1.3049620338088204,0.37834983319044113,0.40302377939224243,0.3824090957641601,0.3953819274902344,True,5,Mid|5,NA3_delay2:000,2801.0,5110.929331,Dashboard|5,Mid|5 -> Dashboard|5,0.1340440000003582,Mid,Dashboard
2801,Dashboard,5110.929331,16867,5110.927324,217.86900000006423,1.4709209258938685,0.35396990180015564,0.5569924116134644,0.3504377007484436,0.5534440279006958,True,5,Dashboard|5,NA3_delay2:000,2801.0,5111.130397,Left|5,Dashboard|5 -> Left|5,0.20106599999962782,Dashboard,Left
2801,Left,5111.130397,16873,5110.927324,217.86900000006423,1.4709209258938685,0.6424683928489685,0.4608531892299652,0.6424683928489685,0.4608531892299652,True,5,Left|5,NA3_delay2:000,2802.0,5111.163908,Dashboard|5,Left|5 -> Dashboard|5,0.0335110000005443,Left,Dashboard
2802,Dashboard,5111.163908,16874,5111.1492275,108.9334999996936,0.809703596272025,0.3632129803299904,0.5103351771831512,0.3646891117095947,0.5076754093170166,True,5,Dashboard|5,NA3_delay2:000,2802.0,5111.23093,Left|4,Dashboard|5 -> Left|4,0.06702199999926961,Dashboard,Left
2802,Left,5111.23093,16876,5111.1492275,108.9334999996936,0.809703596272025,0.2883906364440918,0.4872552454471588,0.2883906364440918,0.4872552454471588,True,4,Left|4,NA3_delay2:000,2803.0,5111.297952,Mid|5,Left|4 -> Mid|5,0.0670220000001791,Left,Mid
2808,Mid,5112.23626,16906,5112.234534,217.868499999895,1.4964723126986337,0.39071547985076904,0.4900599249771663,0.3873217105865478,0.4888791143894195,True,5,Mid|5,NA3_delay2:000,2808.0,5112.269771,Left|9,Mid|5 -> Left|9,0.0335110000005443,Mid,Left
2808,Left,5112.269771,16907,5112.234534,217.868499999895,1.4964723126986337,0.7865177392959595,0.7207900881767273,0.7865177392959595,0.7207900881767273,True,9,Left|9,NA3_delay2:000,2809.0,5112.470837,Mid|5,Left|9 -> Mid|5,0.20106599999962782,Left,Mid
2810,Mid,5112.671904,16919,5112.67834,201.7299999997704,0.8426734848099151,0.4224458464554378,0.48080220818519587,0.4199529588222503,0.4771022796630859,True,5,Mid|5,NA3_delay2:000,2811.0,5112.973503,Dashboard|8,Mid|5 -> Dashboard|8,0.3015990000003512,Mid,Dashboard
2813,Dashboard,5113.20808,16935,5113.198803,181.55699999988428,0.9968835575803804,0.33079083263874054,0.48105937739213306,0.3266674280166626,0.477685272693634,True,4,Dashboard|4,NA3_delay2:000,2814.0,5113.442657,Mid|5,Dashboard|4 -> Mid|5,0.23457699999926263,Dashboard,Mid
2814,Mid,5113.442657,16942,5113.428775,125.07249999998749,1.4613459907110935,0.41432952135801315,0.44069956988096237,0.4133383333683014,0.442922979593277,True,5,Mid|5,NA3_delay2:000,2814.0,5113.509679,Left|8,Mid|5 -> Left|8,0.0670220000001791,Mid,Left
