AOI,Fixation_Count,Total_Duration_ms,Fixation_Count_Pct,Total_Duration_Pct
1,4,665.7375000004322,1.9230769230769231,1.6949151247848473
2,91,16857.281999997667,43.75,42.91730933669932
3,5,516.4505000002464,2.403846153846154,1.3148422068045533
4,3,528.5564999994676,1.4423076923076923,1.3456631272113382
5,102,20258.59550000041,49.03846153846153,51.576785023867004
6,2,371.1984999999913,0.9615384615384616,0.9450420803199836
7,1,80.69500000010521,0.4807692307692308,0.2054431003129654
