fixationid,aoi_id,world_timestamp
3,Left|6,1153.361234
7,Dashboard|5,1155.74054
8,Dashboard|3,1155.941608
8,Left|3,1156.042142
16,Mid|5,1157.784732
16,Left|6,1157.851755
17,Left|3,1157.952289
18,Left|3,1158.052823
19,Left|3,1158.186868
21,Mid|5,1158.656027
22,Mid|2,1158.756561
23,Mid|5,1159.024652
24,Mid|5,1159.22572
25,Mid|5,1159.4603
26,Mid|5,1159.661368
27,Mid|5,1159.862436
28,Mid|6,1160.097016
29,Mid|6,1160.298084
30,Mid|6,1160.398618
31,Mid|2,1160.666709
32,Mid|2,1160.733731
33,Mid|2,1160.867777
34,Mid|2,1161.068845
35,Mid|2,1161.269913
36,Mid|2,1161.370447
37,Mid|2,1161.470981
38,Mid|2,1161.70556
39,Mid|2,1161.94014
40,Mid|2,1162.174719
41,Mid|2,1162.342276
42,Mid|2,1162.44281
43,Mid|2,1162.777924
44,Mid|2,1162.911969
45,Mid|2,1163.012503
46,Mid|2,1163.113037
47,Mid|2,1163.247083
47,Left|5,1163.381128
48,Mid|2,1163.481662
49,Mid|2,1163.68273
50,Mid|2,1163.91731
51,Mid|5,1164.151889
52,Mid|5,1164.352957
53,Mid|5,1164.587537
54,Mid|5,1164.989673
55,Mid|2,1165.190741
56,Mid|2,1165.391809
57,Mid|5,1165.559366
58,Mid|5,1165.793945
59,Mid|2,1165.995013
60,Mid|2,1166.229593
61,Mid|2,1166.430661
62,Mid|5,1166.66524
63,Mid|5,1166.89982
63,Left|8,1166.89982
62,Left|8,1166.89982
64,Mid|2,1167.000354
65,Mid|2,1167.167911
66,Mid|2,1167.335468
67,Mid|5,1167.536536
68,Mid|5,1168.072717
69,Mid|2,1168.206763
70,Mid|2,1168.407831
71,Mid|2,1168.541876
72,Mid|5,1168.776456
73,Mid|5,1168.977524
74,Mid|5,1169.111569
75,Mid|5,1169.346149
76,Mid|5,1169.547217
77,Mid|5,1169.781796
78,Mid|5,1169.982864
79,Mid|5,1170.217444
80,Mid|5,1170.452023
81,Mid|5,1170.586069
82,Mid|5,1170.686603
83,Mid|5,1170.887671
84,Mid|2,1170.988205
85,Mid|2,1171.189273
85,Left|3,1171.390341
86,Mid|2,1171.423852
87,Mid|2,1171.524386
88,Mid|5,1171.691943
89,Mid|5,1171.926523
90,Mid|5,1172.094079
90,Left|8,1172.261636
91,Mid|5,1172.462704
92,Mid|2,1172.59675
93,Mid|2,1172.797818
94,Mid|2,1172.998886
95,Mid|2,1173.166443
96,Mid|2,1173.401022
97,Mid|5,1173.635602
97,Right|7,1173.83667
98,Mid|2,1174.33934
99,Mid|2,1174.540408
100,Mid|2,1174.774988
100,Left|3,1174.808499
101,Mid|2,1174.942544
102,Mid|5,1175.143612
103,Mid|2,1175.378192
104,Mid|2,1175.612771
105,Mid|5,1175.81384
105,Right|2,1176.014908
106,Mid|5,1176.048419
107,Mid|5,1176.282998
108,Mid|5,1176.752157
109,Mid|5,1176.986737
110,Mid|5,1177.221316
111,Mid|5,1177.422384
112,Mid|2,1177.656964
113,Mid|2,1177.858032
114,Mid|2,1178.092611
115,Mid|5,1178.327191
116,Mid|5,1178.494748
117,Mid|1,1178.896884
118,Mid|2,1178.963907
119,Mid|2,1179.030929
120,Mid|2,1179.231997
121,Mid|2,1179.332531
122,Mid|2,1179.466577
123,Mid|2,1179.567111
124,Mid|5,1179.701156
125,Mid|5,1179.80169
126,Mid|5,1180.002758
127,Mid|5,1180.203827
128,Mid|5,1180.371383
129,Mid|5,1180.505429
130,Mid|5,1180.740008
131,Mid|5,1180.907565
132,Mid|2,1181.142144
133,Mid|5,1181.410235
134,Mid|5,1181.644815
135,Mid|2,1181.845883
136,Mid|2,1182.080462
137,Mid|2,1182.315042
138,Mid|2,1182.51611
139,Mid|5,1182.784201
140,Mid|2,1183.01878
141,Mid|2,1183.219848
142,Mid|2,1183.454428
143,Mid|2,1183.554962
144,Mid|2,1183.789541
145,Mid|5,1183.856564
146,Mid|2,1184.091143
147,Mid|2,1184.325723
148,Mid|2,1184.526791
149,Mid|2,1184.660836
150,Mid|2,1184.895416
151,Mid|2,1185.096484
152,Mid|2,1185.331063
153,Mid|2,1185.465109
154,Mid|2,1185.565643
155,Mid|2,1185.800222
155,Right|2,1185.867245
156,Mid|2,1186.034802
157,Mid|2,1186.23587
158,Mid|2,1186.470449
159,Mid|5,1186.638006
160,Mid|5,1186.805563
161,Mid|5,1187.040142
162,Mid|5,1187.274722
163,Mid|5,1187.47579
164,Mid|5,1187.710369
165,Mid|5,1187.911437
166,Mid|5,1188.146017
167,Mid|2,1188.447619
168,Mid|2,1188.682199
169,Mid|2,1188.916778
170,Mid|5,1189.017312
171,Mid|2,1189.21838
