aoi,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1,3,2,0,0,22,0,0,0,0
2,2,6,0,3,28,0,0,0,0
3,0,0,0,0,5,0,0,0,0
4,3,0,0,4,41,0,1,0,0
5,18,31,6,42,3193,8,1,1,3
6,1,0,0,0,7,4,0,0,0
7,0,0,0,0,1,0,1,1,0
8,0,0,0,0,3,0,0,0,0
9,0,0,0,0,2,0,0,1,1
